YEAR,COUNTRY,SEX,Numeric
2001,SWE,MLE,25.8
2002,SWE,MLE,25.9
2003,SWE,MLE,26
2004,SWE,MLE,26.1
1989,CHE,MLE,25.4
1990,CHE,MLE,25.4
1991,CHE,MLE,25.4
1992,CHE,MLE,25.5
2006,CHE,MLE,26.1
2007,CHE,MLE,26.2
1980,SYR,MLE,24.2
1981,SYR,MLE,24.3
1995,SYR,MLE,25.6
1996,SYR,MLE,25.7
1997,SYR,MLE,25.8
1998,SYR,MLE,26
1983,TJK,MLE,24.1
1984,TJK,MLE,24.1
1985,TJK,MLE,24.2
1986,TJK,MLE,24.2
1987,TJK,MLE,24.2
2000,TJK,MLE,23.3
2001,TJK,MLE,23.3
2002,TJK,MLE,23.3
2003,TJK,MLE,23.3
1989,TZA,MLE,21.5
1990,TZA,MLE,21.5
1991,TZA,MLE,21.5
1992,TZA,MLE,21.6
2006,TZA,MLE,22.4
2007,TZA,MLE,22.4
1980,THA,MLE,20.2
1981,THA,MLE,20.3
1994,THA,MLE,21.9
1995,THA,MLE,22
1996,THA,MLE,22.2
1997,THA,MLE,22.3
1983,GMB,MLE,20
1984,GMB,MLE,20
1985,GMB,MLE,20.1
1986,GMB,MLE,20.1
2000,GMB,MLE,20.9
2001,GMB,MLE,21
2002,GMB,MLE,21.1
2003,GMB,MLE,21.2
1988,TGO,MLE,21
1989,TGO,MLE,21
1990,TGO,MLE,21
1991,TGO,MLE,21.1
1992,TGO,MLE,21.1
2005,TGO,MLE,21.7
2006,TGO,MLE,21.8
2007,TGO,MLE,21.8
1980,TON,MLE,26.3
1994,TON,MLE,28.8
1995,TON,MLE,28.9
1996,TON,MLE,29.1
1997,TON,MLE,29.3
1983,TTO,MLE,25
1984,TTO,MLE,25
1985,TTO,MLE,25
1986,TTO,MLE,25.1
1999,TTO,MLE,25.4
2000,TTO,MLE,25.5
2001,TTO,MLE,25.6
2002,TTO,MLE,25.7
1988,TUN,MLE,22.8
1989,TUN,MLE,22.9
1990,TUN,MLE,23
1991,TUN,MLE,23.1
2005,TUN,MLE,24.8
2006,TUN,MLE,24.9
2007,TUN,MLE,25.1
1980,TUR,MLE,23.5
1993,TUR,MLE,24.9
1994,TUR,MLE,25
1995,TUR,MLE,25.1
1996,TUR,MLE,25.2
1997,TUR,MLE,25.4
1982,TKM,MLE,24.3
1983,TKM,MLE,24.3
1984,TKM,MLE,24.4
1985,TKM,MLE,24.4
1999,TKM,MLE,24.3
2000,TKM,MLE,24.3
2001,TKM,MLE,24.3
2002,TKM,MLE,24.4
1988,ARE,MLE,25.9
1989,ARE,MLE,25.9
1990,ARE,MLE,26
1991,ARE,MLE,26.1
2004,ARE,MLE,27.5
2005,ARE,MLE,27.6
2006,ARE,MLE,27.7
2007,ARE,MLE,27.9
1993,UGA,MLE,21.7
1994,UGA,MLE,21.8
1995,UGA,MLE,21.8
1996,UGA,MLE,21.9
1982,GBR,MLE,24.8
1983,GBR,MLE,24.9
1984,GBR,MLE,25
1985,GBR,MLE,25
1998,GBR,MLE,26.5
1999,GBR,MLE,26.6
2000,GBR,MLE,26.7
2001,GBR,MLE,26.8
2002,GBR,MLE,26.9
1987,UKR,MLE,24.9
1988,UKR,MLE,24.9
1989,UKR,MLE,24.9
1990,UKR,MLE,25
2004,UKR,MLE,25
2005,UKR,MLE,25.1
2006,UKR,MLE,25.2
2007,UKR,MLE,25.3
1993,USA,MLE,27
1994,USA,MLE,27.1
1995,USA,MLE,27.2
1996,USA,MLE,27.3
1981,URY,MLE,24.2
1982,URY,MLE,24.3
1983,URY,MLE,24.4
1984,URY,MLE,24.4
1998,URY,MLE,25.7
1999,URY,MLE,25.8
2000,URY,MLE,25.9
2001,URY,MLE,25.9
1987,UZB,MLE,24.7
1988,UZB,MLE,24.7
1989,UZB,MLE,24.7
1990,UZB,MLE,24.7
2003,UZB,MLE,24.9
2004,UZB,MLE,25
2005,UZB,MLE,25
2006,UZB,MLE,25.1
2007,UZB,MLE,25.2
1992,VUT,MLE,24.8
1993,VUT,MLE,24.9
1994,VUT,MLE,25.1
1995,VUT,MLE,25.2
1981,VEN,MLE,24.7
1982,VEN,MLE,24.8
1983,VEN,MLE,24.9
1984,VEN,MLE,25
1998,VEN,MLE,26.4
1999,VEN,MLE,26.5
2000,VEN,MLE,26.6
2001,VEN,MLE,26.7
1986,VNM,MLE,19.2
1987,VNM,MLE,19.2
1988,VNM,MLE,19.3
1989,VNM,MLE,19.3
2003,VNM,MLE,20.4
2004,VNM,MLE,20.5
2005,VNM,MLE,20.6
2006,VNM,MLE,20.7
1992,YEM,MLE,23.4
1993,YEM,MLE,23.4
1994,YEM,MLE,23.5
1995,YEM,MLE,23.5
1980,ZMB,MLE,19.6
1981,ZMB,MLE,19.6
1982,ZMB,MLE,19.7
1983,ZMB,MLE,19.7
1984,ZMB,MLE,19.7
1997,ZMB,MLE,20.1
1998,ZMB,MLE,20.1
1999,ZMB,MLE,20.1
2000,ZMB,MLE,20.2
1986,ZWE,MLE,21.5
1987,ZWE,MLE,21.5
1988,ZWE,MLE,21.5
1989,ZWE,MLE,21.5
2003,ZWE,MLE,21.8
2004,ZWE,MLE,21.9
2005,ZWE,MLE,21.9
2006,ZWE,MLE,22
1991,AFG,FMLE,20.7
1992,AFG,FMLE,20.7
1993,AFG,FMLE,20.6
1994,AFG,FMLE,20.6
1980,ALB,FMLE,25.2
1981,ALB,FMLE,25.2
1982,ALB,FMLE,25.2
1983,ALB,FMLE,25.2
1997,ALB,FMLE,25
1998,ALB,FMLE,25
1999,ALB,FMLE,25.1
2000,ALB,FMLE,25.1
1985,DZA,FMLE,24.2
1986,DZA,FMLE,24.3
1987,DZA,FMLE,24.4
1988,DZA,FMLE,24.5
1989,DZA,FMLE,24.6
2002,DZA,FMLE,25.7
2003,DZA,FMLE,25.8
2004,DZA,FMLE,26
2005,DZA,FMLE,26.1
1991,AND,FMLE,25.8
1992,AND,FMLE,25.8
1993,AND,FMLE,25.8
1994,AND,FMLE,25.8
1980,AGO,FMLE,20.1
1981,AGO,FMLE,20.1
1982,AGO,FMLE,20.2
1983,AGO,FMLE,20.3
1996,AGO,FMLE,21.4
1997,AGO,FMLE,21.5
1998,AGO,FMLE,21.6
1999,AGO,FMLE,21.8
1985,ATG,FMLE,24.6
1986,ATG,FMLE,24.8
1987,ATG,FMLE,25
1988,ATG,FMLE,25.1
2002,ATG,FMLE,26.9
2003,ATG,FMLE,27
2004,ATG,FMLE,27.1
2005,ATG,FMLE,27.3
1990,ARG,FMLE,24.9
1991,ARG,FMLE,25
1992,ARG,FMLE,25.2
1993,ARG,FMLE,25.3
1994,ARG,FMLE,25.5
2007,ARG,FMLE,27.3
1980,ARM,FMLE,25.9
1981,ARM,FMLE,25.9
1982,ARM,FMLE,26
1996,ARM,FMLE,26
1997,ARM,FMLE,26.1
1998,ARM,FMLE,26.1
1999,ARM,FMLE,26.2
1984,AUS,FMLE,24.1
1985,AUS,FMLE,24.2
1986,AUS,FMLE,24.3
1987,AUS,FMLE,24.5
1988,AUS,FMLE,24.6
2001,AUS,FMLE,26.2
2002,AUS,FMLE,26.3
2003,AUS,FMLE,26.4
2004,AUS,FMLE,26.5
1990,AUT,FMLE,24.3
1991,AUT,FMLE,24.3
1992,AUT,FMLE,24.4
1993,AUT,FMLE,24.4
2007,AUT,FMLE,25
1980,AZE,FMLE,26.2
1981,AZE,FMLE,26.3
1982,AZE,FMLE,26.3
1995,AZE,FMLE,26.5
1996,AZE,FMLE,26.4
1997,AZE,FMLE,26.4
1998,AZE,FMLE,26.4
1999,AZE,FMLE,26.4
1984,BHS,FMLE,26
1985,BHS,FMLE,26.2
1986,BHS,FMLE,26.4
1987,BHS,FMLE,26.5
2001,BHS,FMLE,28.4
2002,BHS,FMLE,28.5
2003,BHS,FMLE,28.7
2004,BHS,FMLE,28.8
1989,BHR,FMLE,26.1
1990,BHR,FMLE,26.3
1991,BHR,FMLE,26.4
1992,BHR,FMLE,26.5
1993,BHR,FMLE,26.7
2006,BHR,FMLE,28.5
2007,BHR,FMLE,28.6
1980,BGD,FMLE,18.6
1981,BGD,FMLE,18.6
1995,BGD,FMLE,19
1996,BGD,FMLE,19.1
1997,BGD,FMLE,19.1
1998,BGD,FMLE,19.2
1984,BRB,FMLE,26.9
1985,BRB,FMLE,26.9
1986,BRB,FMLE,27
1987,BRB,FMLE,27.1
2000,BRB,FMLE,28.5
2001,BRB,FMLE,28.7
2002,BRB,FMLE,28.8
2003,BRB,FMLE,29
2004,BRB,FMLE,29.1
1989,BLR,FMLE,26.1
1990,BLR,FMLE,26.1
1991,BLR,FMLE,26.1
1992,BLR,FMLE,26.1
2006,BLR,FMLE,26.4
2007,BLR,FMLE,26.6
1980,BEL,FMLE,25
1981,BEL,FMLE,25
1994,BEL,FMLE,25
1995,BEL,FMLE,25.1
1996,BEL,FMLE,25.1
1997,BEL,FMLE,25.1
1998,BEL,FMLE,25.1
1983,BLZ,FMLE,25.7
1984,BLZ,FMLE,25.9
1985,BLZ,FMLE,26
1986,BLZ,FMLE,26.1
2000,BLZ,FMLE,28.4
2001,BLZ,FMLE,28.6
2002,BLZ,FMLE,28.8
2003,BLZ,FMLE,29
1989,BEN,FMLE,21.7
1990,BEN,FMLE,21.8
1991,BEN,FMLE,22
1992,BEN,FMLE,22.1
2005,BEN,FMLE,23.5
2006,BEN,FMLE,23.6
2007,BEN,FMLE,23.6
1980,BTN,FMLE,20.3
1994,BTN,FMLE,21.4
1995,BTN,FMLE,21.5
1996,BTN,FMLE,21.6
1997,BTN,FMLE,21.7
1983,BOL,FMLE,23.9
1984,BOL,FMLE,23.9
1985,BOL,FMLE,24
1986,BOL,FMLE,24.1
1999,BOL,FMLE,25.7
2000,BOL,FMLE,25.9
2001,BOL,FMLE,26
2002,BOL,FMLE,26.2
2003,BOL,FMLE,26.3
1988,BIH,FMLE,25.4
1989,BIH,FMLE,25.4
1990,BIH,FMLE,25.4
1991,BIH,FMLE,25.4
2005,BIH,FMLE,26.2
2006,BIH,FMLE,26.2
2007,BIH,FMLE,26.3
1980,BWA,FMLE,23.4
1994,BWA,FMLE,24.8
1995,BWA,FMLE,24.9
1996,BWA,FMLE,25
1997,BWA,FMLE,25.1
1982,BRA,FMLE,24.2
1983,BRA,FMLE,24.2
1984,BRA,FMLE,24.3
1985,BRA,FMLE,24.3
1999,BRA,FMLE,25.1
2000,BRA,FMLE,25.2
2001,BRA,FMLE,25.3
2002,BRA,FMLE,25.4
1988,BRN,FMLE,22.9
1989,BRN,FMLE,22.9
1990,BRN,FMLE,22.9
1991,BRN,FMLE,22.9
2004,BRN,FMLE,22.9
2005,BRN,FMLE,22.9
2006,BRN,FMLE,22.9
2007,BRN,FMLE,22.9
1980,BGR,FMLE,25.6
1993,BGR,FMLE,25.5
1994,BGR,FMLE,25.4
1995,BGR,FMLE,25.4
1996,BGR,FMLE,25.3
1982,BFA,FMLE,19.4
1983,BFA,FMLE,19.5
1984,BFA,FMLE,19.6
1985,BFA,FMLE,19.6
1999,BFA,FMLE,20.8
2000,BFA,FMLE,20.9
2001,BFA,FMLE,21
2002,BFA,FMLE,21.1
1987,BDI,FMLE,19.8
1988,BDI,FMLE,19.9
1989,BDI,FMLE,20
1990,BDI,FMLE,20
2004,BDI,FMLE,21
2005,BDI,FMLE,21
2006,BDI,FMLE,21.1
2007,BDI,FMLE,21.2
1993,KHM,FMLE,20.2
1994,KHM,FMLE,20.3
1995,KHM,FMLE,20.4
1996,KHM,FMLE,20.4
1981,CMR,FMLE,21.7
1982,CMR,FMLE,21.8
1983,CMR,FMLE,21.9
1984,CMR,FMLE,22.1
1985,CMR,FMLE,22.2
1998,CMR,FMLE,23.4
1999,CMR,FMLE,23.5
2000,CMR,FMLE,23.7
2001,CMR,FMLE,23.8
1987,CAN,FMLE,24.8
1988,CAN,FMLE,24.9
1989,CAN,FMLE,25
1990,CAN,FMLE,25.1
2004,CAN,FMLE,26.5
2005,CAN,FMLE,26.5
2006,CAN,FMLE,26.6
2007,CAN,FMLE,26.6
1992,CPV,FMLE,22.4
1993,CPV,FMLE,22.6
1994,CPV,FMLE,22.8
1995,CPV,FMLE,22.9
1981,CAF,FMLE,20
1982,CAF,FMLE,20
1983,CAF,FMLE,20.1
1984,CAF,FMLE,20.1
1998,CAF,FMLE,21.1
1999,CAF,FMLE,21.3
2000,CAF,FMLE,21.4
2001,CAF,FMLE,21.5
1986,TCD,FMLE,19.5
1987,TCD,FMLE,19.6
1988,TCD,FMLE,19.7
1989,TCD,FMLE,19.8
1990,TCD,FMLE,19.9
2003,TCD,FMLE,21.3
2004,TCD,FMLE,21.4
2005,TCD,FMLE,21.6
2006,TCD,FMLE,21.7
1992,CHL,FMLE,25.4
1993,CHL,FMLE,25.6
1994,CHL,FMLE,25.8
1995,CHL,FMLE,26
1981,CHN,FMLE,21.9
1982,CHN,FMLE,21.9
1983,CHN,FMLE,21.9
1984,CHN,FMLE,22
1997,CHN,FMLE,22.4
1998,CHN,FMLE,22.5
1999,CHN,FMLE,22.6
2000,CHN,FMLE,22.6
1986,COL,FMLE,24.2
1987,COL,FMLE,24.3
1988,COL,FMLE,24.4
1989,COL,FMLE,24.5
2003,COL,FMLE,26
2004,COL,FMLE,26
2005,COL,FMLE,26.1
2006,COL,FMLE,26.1
1991,COM,FMLE,21.5
1992,COM,FMLE,21.6
1993,COM,FMLE,21.7
1994,COM,FMLE,21.7
1995,COM,FMLE,21.8
1980,COG,FMLE,19.9
1981,COG,FMLE,20
1982,COG,FMLE,20.2
1983,COG,FMLE,20.3
1997,COG,FMLE,21.7
1998,COG,FMLE,21.8
1999,COG,FMLE,21.9
2000,COG,FMLE,22
1986,COD,FMLE,20.1
1987,COD,FMLE,20.2
1988,COD,FMLE,20.3
1989,COD,FMLE,20.4
2002,COD,FMLE,20.9
2003,COD,FMLE,21
2004,COD,FMLE,21.1
2005,COD,FMLE,21.2
1991,COK,FMLE,29.6
1992,COK,FMLE,29.9
1993,COK,FMLE,30.1
1994,COK,FMLE,30.4
1980,CRI,FMLE,23.3
1981,CRI,FMLE,23.4
1982,CRI,FMLE,23.5
1983,CRI,FMLE,23.6
1996,CRI,FMLE,25.5
1997,CRI,FMLE,25.7
1998,CRI,FMLE,25.8
1999,CRI,FMLE,25.9
2000,CRI,FMLE,26.1
1985,CIV,FMLE,21.6
1986,CIV,FMLE,21.7
1987,CIV,FMLE,21.8
1988,CIV,FMLE,21.9
2002,CIV,FMLE,23.2
2003,CIV,FMLE,23.3
2004,CIV,FMLE,23.4
2005,CIV,FMLE,23.5
1991,HRV,FMLE,24.9
1992,HRV,FMLE,24.8
1993,HRV,FMLE,24.7
1994,HRV,FMLE,24.6
2007,HRV,FMLE,25.1
1980,CUB,FMLE,23.6
1981,CUB,FMLE,23.8
1982,CUB,FMLE,23.9
1996,CUB,FMLE,25
1997,CUB,FMLE,25.1
1998,CUB,FMLE,25.2
1999,CUB,FMLE,25.3
1985,CYP,FMLE,24.3
1986,CYP,FMLE,24.4
1987,CYP,FMLE,24.5
1988,CYP,FMLE,24.5
2001,CYP,FMLE,25.6
2002,CYP,FMLE,25.6
2003,CYP,FMLE,25.7
2004,CYP,FMLE,25.7
2005,CYP,FMLE,25.8
1990,CZE,FMLE,26.6
1991,CZE,FMLE,26.6
1992,CZE,FMLE,26.5
1993,CZE,FMLE,26.5
2007,CZE,FMLE,26.6
1980,DNK,FMLE,23.4
1981,DNK,FMLE,23.4
1982,DNK,FMLE,23.5
1996,DNK,FMLE,24.4
1997,DNK,FMLE,24.5
1998,DNK,FMLE,24.5
1999,DNK,FMLE,24.6
1984,DJI,FMLE,22.2
1985,DJI,FMLE,22.3
1986,DJI,FMLE,22.4
1987,DJI,FMLE,22.5
2001,DJI,FMLE,23.6
2002,DJI,FMLE,23.7
2003,DJI,FMLE,23.8
2004,DJI,FMLE,23.9
1990,DMA,FMLE,26.1
1991,DMA,FMLE,26.2
1992,DMA,FMLE,26.4
1993,DMA,FMLE,26.5
2006,DMA,FMLE,28.6
2007,DMA,FMLE,28.7
1980,DOM,FMLE,22.5
1981,DOM,FMLE,22.6
1982,DOM,FMLE,22.8
1995,DOM,FMLE,24.7
1996,DOM,FMLE,24.9
1997,DOM,FMLE,25.1
1998,DOM,FMLE,25.3
1984,TLS,FMLE,19.9
1985,TLS,FMLE,20
1986,TLS,FMLE,20.1
1987,TLS,FMLE,20.1
2001,TLS,FMLE,21.2
2002,TLS,FMLE,21.3
2003,TLS,FMLE,21.3
2004,TLS,FMLE,21.4
1989,ECU,FMLE,25.5
1990,ECU,FMLE,25.6
1991,ECU,FMLE,25.7
1992,ECU,FMLE,25.7
2006,ECU,FMLE,26.9
2007,ECU,FMLE,27
1980,EGY,FMLE,25.5
1981,EGY,FMLE,25.7
1995,EGY,FMLE,28
1996,EGY,FMLE,28.1
1997,EGY,FMLE,28.3
1998,EGY,FMLE,28.5
1983,SLV,FMLE,24
1984,SLV,FMLE,24.1
1985,SLV,FMLE,24.3
1986,SLV,FMLE,24.4
1987,SLV,FMLE,24.5
2000,SLV,FMLE,26.5
2001,SLV,FMLE,26.7
2002,SLV,FMLE,26.9
2003,SLV,FMLE,27
1989,GNQ,FMLE,20.8
1990,GNQ,FMLE,21
1991,GNQ,FMLE,21.1
1992,GNQ,FMLE,21.2
2005,GNQ,FMLE,23.9
2006,GNQ,FMLE,24.1
2007,GNQ,FMLE,24.3
1980,ERI,FMLE,18.6
1981,ERI,FMLE,18.7
1994,ERI,FMLE,19.8
1995,ERI,FMLE,19.9
1996,ERI,FMLE,20
1997,ERI,FMLE,20.1
1983,EST,FMLE,25.8
1984,EST,FMLE,25.7
1985,EST,FMLE,25.6
1986,EST,FMLE,25.6
2000,EST,FMLE,24.8
2001,EST,FMLE,24.9
2002,EST,FMLE,24.9
2003,EST,FMLE,25
1988,ETH,FMLE,19.2
1989,ETH,FMLE,19.2
1990,ETH,FMLE,19.3
1991,ETH,FMLE,19.3
1992,ETH,FMLE,19.4
2005,ETH,FMLE,20.4
2006,ETH,FMLE,20.5
2007,ETH,FMLE,20.6
1980,FJI,FMLE,23.5
1994,FJI,FMLE,26.3
1995,FJI,FMLE,26.5
1996,FJI,FMLE,26.8
1997,FJI,FMLE,27
1982,FIN,FMLE,25
1983,FIN,FMLE,25
1984,FIN,FMLE,25
1985,FIN,FMLE,25
1986,FIN,FMLE,25.1
1999,FIN,FMLE,25.3
2000,FIN,FMLE,25.4
2001,FIN,FMLE,25.4
2002,FIN,FMLE,25.4
1988,FRA,FMLE,24.3
1989,FRA,FMLE,24.3
1990,FRA,FMLE,24.4
1991,FRA,FMLE,24.4
2005,FRA,FMLE,24.8
2006,FRA,FMLE,24.8
2007,FRA,FMLE,24.8
1980,GAB,FMLE,22
1993,GAB,FMLE,23.4
1994,GAB,FMLE,23.6
1995,GAB,FMLE,23.7
1996,GAB,FMLE,23.9
1997,GAB,FMLE,24.1
1982,GEO,FMLE,25.9
1983,GEO,FMLE,26
1984,GEO,FMLE,26
1985,GEO,FMLE,26
1999,GEO,FMLE,25.6
2000,GEO,FMLE,25.7
2001,GEO,FMLE,25.7
2002,GEO,FMLE,25.8
1987,DEU,FMLE,25
1988,DEU,FMLE,25
1989,DEU,FMLE,25.1
1990,DEU,FMLE,25.1
1991,DEU,FMLE,25.2
2004,DEU,FMLE,25.6
2005,DEU,FMLE,25.6
2006,DEU,FMLE,25.6
2007,DEU,FMLE,25.7
1993,GHA,FMLE,22.1
1994,GHA,FMLE,22.3
1995,GHA,FMLE,22.4
1996,GHA,FMLE,22.6
1982,GRC,FMLE,24.2
1983,GRC,FMLE,24.2
1984,GRC,FMLE,24.2
1985,GRC,FMLE,24.3
1998,GRC,FMLE,24.6
1999,GRC,FMLE,24.7
2000,GRC,FMLE,24.7
2001,GRC,FMLE,24.7
1987,GRD,FMLE,24.5
1988,GRD,FMLE,24.7
1989,GRD,FMLE,24.8
1990,GRD,FMLE,25
2004,GRD,FMLE,26.9
2005,GRD,FMLE,27.1
2006,GRD,FMLE,27.3
2007,GRD,FMLE,27.5
1992,GTM,FMLE,24.4
1993,GTM,FMLE,24.6
1994,GTM,FMLE,24.8
1995,GTM,FMLE,24.9
1996,GTM,FMLE,25.1
1981,GIN,FMLE,20.5
1982,GIN,FMLE,20.6
1983,GIN,FMLE,20.6
1984,GIN,FMLE,20.7
1998,GIN,FMLE,21.6
1999,GIN,FMLE,21.7
2000,GIN,FMLE,21.8
2001,GIN,FMLE,21.9
1987,GNB,FMLE,21.1
1988,GNB,FMLE,21.2
1989,GNB,FMLE,21.4
1990,GNB,FMLE,21.5
2003,GNB,FMLE,22.5
2004,GNB,FMLE,22.6
2005,GNB,FMLE,22.7
2006,GNB,FMLE,22.8
1992,GUY,FMLE,24.3
1993,GUY,FMLE,24.4
1994,GUY,FMLE,24.6
1995,GUY,FMLE,24.7
1981,HTI,FMLE,20.5
1982,HTI,FMLE,20.6
1983,HTI,FMLE,20.7
1984,HTI,FMLE,20.8
1997,HTI,FMLE,21.9
1998,HTI,FMLE,22
1999,HTI,FMLE,22.1
2000,HTI,FMLE,22.3
2001,HTI,FMLE,22.4
1986,HND,FMLE,23.7
1987,HND,FMLE,23.9
1988,HND,FMLE,24
1989,HND,FMLE,24.1
2003,HND,FMLE,26.1
2004,HND,FMLE,26.2
2005,HND,FMLE,26.4
2006,HND,FMLE,26.5
1992,HUN,FMLE,25.5
1993,HUN,FMLE,25.4
1994,HUN,FMLE,25.4
1995,HUN,FMLE,25.4
1980,ISL,FMLE,24.1
1981,ISL,FMLE,24.3
1982,ISL,FMLE,24.5
1983,ISL,FMLE,24.6
1997,ISL,FMLE,25.1
1998,ISL,FMLE,25.2
1999,ISL,FMLE,25.3
2000,ISL,FMLE,25.4
1986,IND,FMLE,20.6
1987,IND,FMLE,20.6
1988,IND,FMLE,20.6
1989,IND,FMLE,20.6
2002,IND,FMLE,21
2003,IND,FMLE,21.1
2004,IND,FMLE,21.1
2005,IND,FMLE,21.2
2006,IND,FMLE,21.2
1991,IDN,FMLE,21.2
1992,IDN,FMLE,21.3
1993,IDN,FMLE,21.4
1994,IDN,FMLE,21.5
1980,IRN,FMLE,23.5
1981,IRN,FMLE,23.5
1982,IRN,FMLE,23.6
1983,IRN,FMLE,23.7
1997,IRN,FMLE,25.3
1998,IRN,FMLE,25.5
1999,IRN,FMLE,25.6
2000,IRN,FMLE,25.8
1985,IRQ,FMLE,26.7
1986,IRQ,FMLE,26.8
1987,IRQ,FMLE,26.9
1988,IRQ,FMLE,27
2002,IRQ,FMLE,27.9
2003,IRQ,FMLE,28
2004,IRQ,FMLE,28.1
2005,IRQ,FMLE,28.1
1991,IRL,FMLE,25.3
1992,IRL,FMLE,25.3
1993,IRL,FMLE,25.4
1994,IRL,FMLE,25.5
2007,IRL,FMLE,26.5
1980,ISR,FMLE,24.4
1981,ISR,FMLE,24.5
1982,ISR,FMLE,24.6
1983,ISR,FMLE,24.7
1996,ISR,FMLE,26.1
1997,ISR,FMLE,26.2
1998,ISR,FMLE,26.3
1999,ISR,FMLE,26.4
1985,ITA,FMLE,25
1986,ITA,FMLE,25
1987,ITA,FMLE,24.9
1988,ITA,FMLE,24.9
2002,ITA,FMLE,24.8
2003,ITA,FMLE,24.8
2004,ITA,FMLE,24.8
2005,ITA,FMLE,24.8
1990,JAM,FMLE,25.3
1991,JAM,FMLE,25.5
1992,JAM,FMLE,25.6
1993,JAM,FMLE,25.8
2007,JAM,FMLE,28.5
1980,JPN,FMLE,21.3
1981,JPN,FMLE,21.3
1982,JPN,FMLE,21.3
1996,JPN,FMLE,21.9
1997,JPN,FMLE,21.9
1998,JPN,FMLE,21.9
1999,JPN,FMLE,21.9
1984,JOR,FMLE,27.9
1985,JOR,FMLE,28.1
1986,JOR,FMLE,28.2
1987,JOR,FMLE,28.3
1988,JOR,FMLE,28.4
2001,JOR,FMLE,29.1
2002,JOR,FMLE,29.1
2003,JOR,FMLE,29.2
2004,JOR,FMLE,29.2
1990,KAZ,FMLE,25.8
1991,KAZ,FMLE,25.8
1992,KAZ,FMLE,25.8
1993,KAZ,FMLE,25.8
2007,KAZ,FMLE,26.6
1980,KEN,FMLE,20.7
1981,KEN,FMLE,20.8
1982,KEN,FMLE,20.9
1995,KEN,FMLE,22
1996,KEN,FMLE,22.1
1997,KEN,FMLE,22.2
1998,KEN,FMLE,22.3
1984,KIR,FMLE,26.3
1985,KIR,FMLE,26.4
1986,KIR,FMLE,26.6
1987,KIR,FMLE,26.7
2001,KIR,FMLE,29.8
2002,KIR,FMLE,30.1
2003,KIR,FMLE,30.3
2004,KIR,FMLE,30.5
1989,KWT,FMLE,28.7
1990,KWT,FMLE,28.7
1991,KWT,FMLE,28.7
1992,KWT,FMLE,28.9
1993,KWT,FMLE,29
2006,KWT,FMLE,30.8
2007,KWT,FMLE,31
1980,KGZ,FMLE,25.2
1981,KGZ,FMLE,25.2
1995,KGZ,FMLE,25.3
1996,KGZ,FMLE,25.3
1997,KGZ,FMLE,25.2
1998,KGZ,FMLE,25.2
1984,LAO,FMLE,19.9
1985,LAO,FMLE,20
1986,LAO,FMLE,20.1
1987,LAO,FMLE,20.1
2000,LAO,FMLE,21.2
2001,LAO,FMLE,21.3
2002,LAO,FMLE,21.4
2003,LAO,FMLE,21.5
1989,LVA,FMLE,25.4
1990,LVA,FMLE,25.4
1991,LVA,FMLE,25.4
1992,LVA,FMLE,25.3
2006,LVA,FMLE,25.5
2007,LVA,FMLE,25.6
1980,LBN,FMLE,24.3
1981,LBN,FMLE,24.4
1994,LBN,FMLE,25.7
1995,LBN,FMLE,25.9
1996,LBN,FMLE,26
1997,LBN,FMLE,26.2
1998,LBN,FMLE,26.3
1983,LSO,FMLE,25.3
1984,LSO,FMLE,25.4
1985,LSO,FMLE,25.4
1986,LSO,FMLE,25.5
2000,LSO,FMLE,26.2
2001,LSO,FMLE,26.3
2002,LSO,FMLE,26.3
2003,LSO,FMLE,26.4
1989,LBR,FMLE,22
1990,LBR,FMLE,22
1991,LBR,FMLE,22
1992,LBR,FMLE,22
2005,LBR,FMLE,22.9
2006,LBR,FMLE,23
2007,LBR,FMLE,23.1
1980,LBY,FMLE,26.8
1994,LBY,FMLE,27.8
1995,LBY,FMLE,27.9
1996,LBY,FMLE,28
1997,LBY,FMLE,28.1
1983,LTU,FMLE,26.8
1984,LTU,FMLE,26.7
1985,LTU,FMLE,26.6
1986,LTU,FMLE,26.6
1999,LTU,FMLE,25.6
2000,LTU,FMLE,25.7
2001,LTU,FMLE,25.7
2002,LTU,FMLE,25.8
2003,LTU,FMLE,25.9
1988,LUX,FMLE,24.7
1989,LUX,FMLE,24.7
1990,LUX,FMLE,24.8
1991,LUX,FMLE,24.9
2005,LUX,FMLE,25.9
2006,LUX,FMLE,26
2007,LUX,FMLE,26
1980,MKD,FMLE,25.4
1994,MKD,FMLE,25.1
1995,MKD,FMLE,25.1
1996,MKD,FMLE,25
1997,MKD,FMLE,25
1982,MDG,FMLE,20.2
1983,MDG,FMLE,20.2
1984,MDG,FMLE,20.3
1985,MDG,FMLE,20.3
1999,MDG,FMLE,20.6
2000,MDG,FMLE,20.6
2001,MDG,FMLE,20.6
2002,MDG,FMLE,20.7
1988,MWI,FMLE,21.1
1989,MWI,FMLE,21.1
1990,MWI,FMLE,21.2
1991,MWI,FMLE,21.2
2004,MWI,FMLE,22.5
2005,MWI,FMLE,22.6
2006,MWI,FMLE,22.7
2007,MWI,FMLE,22.8
1980,MYS,FMLE,22.2
1993,MYS,FMLE,23.8
1994,MYS,FMLE,23.9
1995,MYS,FMLE,24
1996,MYS,FMLE,24.2
1982,MDV,FMLE,22.1
1983,MDV,FMLE,22.3
1984,MDV,FMLE,22.5
1985,MDV,FMLE,22.8
