YEAR,COUNTRY,SEX,Numeric
2009,SVK,MLE,27.2
2009,SVN,MLE,27.7
2009,SLB,MLE,27.3
2009,SOM,MLE,22.2
2009,GMB,MLE,21.8
2009,TGO,MLE,22
2009,TON,MLE,31.1
2009,TTO,MLE,26.7
2009,YEM,MLE,24.5
2009,ZMB,MLE,20.8
2009,ZWE,MLE,22.2
2009,AFG,FMLE,21.1
2009,BGD,FMLE,20.6
2009,BRB,FMLE,29.9
2009,BLR,FMLE,26.7
2009,BEL,FMLE,25.2
2009,CAN,FMLE,26.8
2009,CPV,FMLE,25.1
2009,CAF,FMLE,22.6
2009,TCD,FMLE,22.1
2009,DNK,FMLE,25.2
2009,DJI,FMLE,24.4
2009,DMA,FMLE,29
2009,DOM,FMLE,27.4
2009,GEO,FMLE,26.6
2009,DEU,FMLE,25.7
2009,GHA,FMLE,24.5
2009,GRC,FMLE,25
2009,GRD,FMLE,27.8
2009,IRL,FMLE,26.7
2009,ISR,FMLE,27.4
2009,ITA,FMLE,24.8
2009,JAM,FMLE,28.9
2009,LTU,FMLE,26.1
2009,LUX,FMLE,26.1
2009,MKD,FMLE,25.4
2009,MDG,FMLE,20.8
2009,MAR,FMLE,26.3
2009,MOZ,FMLE,23.4
2009,MMR,FMLE,22.9
2009,NAM,FMLE,25.3
2009,PAN,FMLE,27.9
2009,PNG,FMLE,26
2009,PRY,FMLE,26
2009,PER,FMLE,26.1
2009,SEN,FMLE,24.4
2009,SRB,FMLE,25.4
2009,SYC,FMLE,28
2009,SLE,FMLE,24.1
2009,CHE,FMLE,24.1
2009,SYR,FMLE,28.9
2009,TJK,FMLE,24
2009,TZA,FMLE,23.2
2009,USA,FMLE,28.4
2009,URY,FMLE,26.7
2009,UZB,FMLE,25.6
2009,VUT,FMLE,28.7
2009,VEN,FMLE,28.3
2008,AFG,MLE,20.7
2008,BGD,MLE,20.5
2008,BRB,MLE,26.6
2008,BLR,MLE,26.2
2008,BEL,MLE,26.8
2008,CAN,MLE,27.5
2008,CPV,MLE,23.5
2008,CAF,MLE,21.1
2008,TCD,MLE,21.5
2008,DNK,MLE,26.1
2008,DJI,MLE,23.4
2008,DMA,MLE,24.6
2008,DOM,MLE,25.4
2008,GEO,MLE,25.6
2008,DEU,MLE,27.2
2008,GHA,MLE,22.9
2008,GRC,MLE,26.4
2008,IRL,MLE,27.7
2008,ISR,MLE,27.1
2008,ITA,MLE,26.5
2008,JAM,MLE,24.5
2008,LTU,MLE,26.9
2008,LUX,MLE,27.4
2008,MKD,MLE,26.6
2008,MDG,MLE,21.5
2008,MNE,MLE,26.8
2008,MAR,MLE,24.8
2008,MOZ,MLE,22
2008,MMR,MLE,21.6
2008,NAM,MLE,22.7
2008,PAN,MLE,26.3
2008,PNG,MLE,25
2008,PRY,MLE,25.6
2008,PER,MLE,24.8
2008,SEN,MLE,21.9
2008,SRB,MLE,27.2
2008,SYC,MLE,25.5
2008,SLE,MLE,22.5
2008,CHE,MLE,26.2
2008,SYR,MLE,26.9
2008,TJK,MLE,23.8
2008,TZA,MLE,22.6
2008,USA,MLE,28.5
2008,URY,MLE,26.4
2008,UZB,MLE,25.3
2008,VUT,MLE,26.8
2008,AUS,FMLE,26.9
2008,AUT,FMLE,25.1
2008,AZE,FMLE,27.7
2008,BHS,FMLE,29.4
2008,BGR,FMLE,25.5
2008,BFA,FMLE,21.6
2008,BDI,FMLE,21.3
2008,KHM,FMLE,21.6
2008,CRI,FMLE,27.1
2008,CIV,FMLE,23.8
2008,HRV,FMLE,25.2
2008,CUB,FMLE,26.9
2008,CYP,FMLE,25.9
2008,ETH,FMLE,20.7
2008,FJI,FMLE,29.4
2008,FIN,FMLE,25.6
2008,FRA,FMLE,24.8
2008,ISL,FMLE,26
2008,IND,FMLE,21.3
2008,IDN,FMLE,23
2008,IRN,FMLE,27.2
2008,LAO,FMLE,22
2008,LVA,FMLE,25.6
2008,LBN,FMLE,27.2
2008,LSO,FMLE,26.8
2008,LBR,FMLE,23.2
2008,MUS,FMLE,26.1
2008,MEX,FMLE,28.8
2008,FSM,FMLE,31.3
2008,MDA,FMLE,27
2008,PRK,FMLE,21.3
2008,NOR,FMLE,25.7
2008,OMN,FMLE,26.7
2008,PAK,FMLE,23.4
2008,LCA,FMLE,27.7
2008,VCT,FMLE,27.9
2008,WSM,FMLE,33.6
2008,STP,FMLE,24.9
2008,ESP,FMLE,26.3
2008,LKA,FMLE,23.1
2008,SDN,FMLE,23.2
2008,SUR,FMLE,28.1
2008,SWZ,FMLE,28.5
2008,TKM,FMLE,24.7
2008,ARE,FMLE,29.5
2008,UGA,FMLE,22.4
2008,GBR,FMLE,27
1983,MCO,MLE,
1984,MCO,MLE,
1985,MCO,MLE,
1986,MCO,MLE,
1999,MCO,MLE,
2000,MCO,MLE,
2001,MCO,MLE,
2002,MCO,MLE,
2003,MCO,MLE,
1986,NIU,MLE,
1987,NIU,MLE,
1988,NIU,MLE,
1989,NIU,MLE,
2003,NIU,MLE,
2004,NIU,MLE,
2005,NIU,MLE,
2006,NIU,MLE,
1990,SMR,MLE,
1991,SMR,MLE,
1992,SMR,MLE,
1993,SMR,MLE,
2006,SMR,MLE,
2007,SMR,MLE,
2008,SMR,MLE,
2009,SMR,MLE,
1980,TUV,MLE,
1993,TUV,MLE,
1994,TUV,MLE,
1995,TUV,MLE,
1996,TUV,MLE,
1985,MCO,FMLE,
1986,MCO,FMLE,
1987,MCO,FMLE,
1988,MCO,FMLE,
2002,MCO,FMLE,
2003,MCO,FMLE,
2004,MCO,FMLE,
2005,MCO,FMLE,
1989,NIU,FMLE,
1990,NIU,FMLE,
1991,NIU,FMLE,
1992,NIU,FMLE,
2005,NIU,FMLE,
2006,NIU,FMLE,
2007,NIU,FMLE,
2008,NIU,FMLE,
1992,SMR,FMLE,
1993,SMR,FMLE,
1994,SMR,FMLE,
1995,SMR,FMLE,
2009,SMR,FMLE,
1980,TUV,FMLE,
1981,TUV,FMLE,
1982,TUV,FMLE,
1995,TUV,FMLE,
1996,TUV,FMLE,
1997,TUV,FMLE,
1998,TUV,FMLE,
1999,TUV,FMLE,
1986,ETH,MLE,19.5
1999,ETH,MLE,19.8
2000,ETH,MLE,19.8
2001,ETH,MLE,19.9
2002,ETH,MLE,19.9
1988,FJI,MLE,23.4
1989,FJI,MLE,23.6
1990,FJI,MLE,23.7
1991,FJI,MLE,23.9
2005,FJI,MLE,26.1
2006,FJI,MLE,26.2
2007,FJI,MLE,26.4
1980,FIN,MLE,25.4
1993,FIN,MLE,25.8
1994,FIN,MLE,25.8
1995,FIN,MLE,25.9
1996,FIN,MLE,25.9
1997,FIN,MLE,25.9
1982,FRA,MLE,24.8
1983,FRA,MLE,24.8
1984,FRA,MLE,24.8
1985,FRA,MLE,24.8
1999,FRA,MLE,25.3
2000,FRA,MLE,25.4
2001,FRA,MLE,25.4
2002,FRA,MLE,25.5
1987,GAB,MLE,22.8
1988,GAB,MLE,22.8
1989,GAB,MLE,22.9
1990,GAB,MLE,22.9
1991,GAB,MLE,23
2004,GAB,MLE,23.8
2005,GAB,MLE,23.8
2006,GAB,MLE,23.9
2007,GAB,MLE,24
1993,GEO,MLE,24.8
1994,GEO,MLE,24.7
1995,GEO,MLE,24.6
1996,GEO,MLE,24.6
1982,DEU,MLE,25.5
1983,DEU,MLE,25.6
1984,DEU,MLE,25.6
1985,DEU,MLE,25.7
1998,DEU,MLE,26.5
1999,DEU,MLE,26.6
2000,DEU,MLE,26.7
2001,DEU,MLE,26.7
2002,DEU,MLE,26.8
1987,GHA,MLE,21.1
1988,GHA,MLE,21.2
1989,GHA,MLE,21.3
1990,GHA,MLE,21.3
2004,GHA,MLE,22.4
2005,GHA,MLE,22.5
2006,GHA,MLE,22.6
2007,GHA,MLE,22.7
1992,GRC,MLE,25.2
1993,GRC,MLE,25.3
1994,GRC,MLE,25.3
1995,GRC,MLE,25.4
1996,GRC,MLE,25.4
1981,GRD,MLE,23.2
1982,GRD,MLE,23.3
1983,GRD,MLE,23.3
1984,GRD,MLE,23.4
1998,GRD,MLE,24.3
1999,GRD,MLE,24.4
2000,GRD,MLE,24.5
2001,GRD,MLE,24.6
1987,GTM,MLE,23.6
1988,GTM,MLE,23.6
1989,GTM,MLE,23.7
1990,GTM,MLE,23.8
2003,GTM,MLE,24.9
2004,GTM,MLE,25
2005,GTM,MLE,25
2006,GTM,MLE,25.1
1992,GIN,MLE,21.4
1993,GIN,MLE,21.5
1994,GIN,MLE,21.5
1995,GIN,MLE,21.6
1981,GNB,MLE,20.7
1982,GNB,MLE,20.7
1983,GNB,MLE,20.7
1984,GNB,MLE,20.7
1997,GNB,MLE,21.3
1998,GNB,MLE,21.3
1999,GNB,MLE,21.4
2000,GNB,MLE,21.4
2001,GNB,MLE,21.4
1986,GUY,MLE,22.6
1987,GUY,MLE,22.6
1988,GUY,MLE,22.7
1989,GUY,MLE,22.7
2003,GUY,MLE,23.6
2004,GUY,MLE,23.7
2005,GUY,MLE,23.7
2006,GUY,MLE,23.8
1992,HTI,MLE,23
1993,HTI,MLE,23
1994,HTI,MLE,23
1995,HTI,MLE,23
1980,HND,MLE,23
1981,HND,MLE,23.1
1982,HND,MLE,23.1
1983,HND,MLE,23.2
1997,HND,MLE,24.2
1998,HND,MLE,24.3
1999,HND,MLE,24.4
2000,HND,MLE,24.5
1986,HUN,MLE,25.6
1987,HUN,MLE,25.7
1988,HUN,MLE,25.8
1989,HUN,MLE,25.8
2002,HUN,MLE,26.6
2003,HUN,MLE,26.7
2004,HUN,MLE,26.8
2005,HUN,MLE,26.9
2006,HUN,MLE,27.1
1991,ISL,MLE,25.6
1992,ISL,MLE,25.6
1993,ISL,MLE,25.7
1994,ISL,MLE,25.8
1980,IND,MLE,21
1981,IND,MLE,21
1982,IND,MLE,20.9
1983,IND,MLE,20.9
1997,IND,MLE,20.7
1998,IND,MLE,20.7
1999,IND,MLE,20.7
2000,IND,MLE,20.8
1985,IDN,MLE,20.1
1986,IDN,MLE,20.1
1987,IDN,MLE,20.2
1988,IDN,MLE,20.2
2002,IDN,MLE,21.3
2003,IDN,MLE,21.4
2004,IDN,MLE,21.5
2005,IDN,MLE,21.6
1991,IRN,MLE,23.9
1992,IRN,MLE,24
1993,IRN,MLE,24.1
1994,IRN,MLE,24.2
2007,IRN,MLE,25.3
1980,IRQ,MLE,24.8
1981,IRQ,MLE,24.9
1982,IRQ,MLE,25
1983,IRQ,MLE,25.1
1996,IRQ,MLE,25.8
1997,IRQ,MLE,25.8
1998,IRQ,MLE,25.9
1999,IRQ,MLE,26
1985,IRL,MLE,25.9
1986,IRL,MLE,25.9
1987,IRL,MLE,25.9
1988,IRL,MLE,26
2002,IRL,MLE,27.2
2003,IRL,MLE,27.3
2004,IRL,MLE,27.4
2005,IRL,MLE,27.4
1990,ISR,MLE,25.3
1991,ISR,MLE,25.3
1992,ISR,MLE,25.4
1993,ISR,MLE,25.5
2007,ISR,MLE,27
1980,ITA,MLE,25.4
1981,ITA,MLE,25.4
1982,ITA,MLE,25.4
1996,ITA,MLE,25.8
1997,ITA,MLE,25.8
1998,ITA,MLE,25.8
1999,ITA,MLE,25.9
1984,JAM,MLE,22.4
1985,JAM,MLE,22.4
1986,JAM,MLE,22.4
1987,JAM,MLE,22.4
1988,JAM,MLE,22.5
2001,JAM,MLE,23.6
2002,JAM,MLE,23.7
2003,JAM,MLE,23.8
2004,JAM,MLE,24
1990,JPN,MLE,22.4
1991,JPN,MLE,22.4
1992,JPN,MLE,22.5
1993,JPN,MLE,22.5
2007,JPN,MLE,23.4
1980,JOR,MLE,24.5
1981,JOR,MLE,24.7
1982,JOR,MLE,24.8
1995,JOR,MLE,26.2
1996,JOR,MLE,26.3
1997,JOR,MLE,26.4
1998,JOR,MLE,26.5
1984,KAZ,MLE,24.7
1985,KAZ,MLE,24.8
1986,KAZ,MLE,24.8
1987,KAZ,MLE,24.8
2001,KAZ,MLE,25.2
2002,KAZ,MLE,25.3
2003,KAZ,MLE,25.4
2004,KAZ,MLE,25.6
1989,KEN,MLE,20.7
1990,KEN,MLE,20.7
1991,KEN,MLE,20.8
1992,KEN,MLE,20.8
1993,KEN,MLE,20.9
2006,KEN,MLE,21.5
2007,KEN,MLE,21.6
1980,KIR,MLE,25.4
1981,KIR,MLE,25.5
1995,KIR,MLE,27.1
1996,KIR,MLE,27.2
1997,KIR,MLE,27.4
1998,KIR,MLE,27.6
1984,KWT,MLE,25.9
1985,KWT,MLE,26
1986,KWT,MLE,26.1
1987,KWT,MLE,26.2
2000,KWT,MLE,28
2001,KWT,MLE,28.2
2002,KWT,MLE,28.3
2003,KWT,MLE,28.4
1989,KGZ,MLE,24.5
1990,KGZ,MLE,24.5
1991,KGZ,MLE,24.5
1992,KGZ,MLE,24.5
2006,KGZ,MLE,24.6
2007,KGZ,MLE,24.7
1980,LAO,MLE,19.5
1981,LAO,MLE,19.5
1994,LAO,MLE,20.1
1995,LAO,MLE,20.1
1996,LAO,MLE,20.2
1997,LAO,MLE,20.3
1998,LAO,MLE,20.3
1983,LVA,MLE,25.1
1984,LVA,MLE,25.1
1985,LVA,MLE,25.2
1986,LVA,MLE,25.2
2000,LVA,MLE,25.5
2001,LVA,MLE,25.6
2002,LVA,MLE,25.7
2003,LVA,MLE,25.8
1989,LBN,MLE,24.9
1990,LBN,MLE,25
1991,LBN,MLE,25.1
1992,LBN,MLE,25.3
2005,LBN,MLE,27
2006,LBN,MLE,27.1
2007,LBN,MLE,27.3
1980,LSO,MLE,20.4
1994,LSO,MLE,20.7
1995,LSO,MLE,20.7
1996,LSO,MLE,20.7
1997,LSO,MLE,20.8
1983,LBR,MLE,21.2
1984,LBR,MLE,21.2
1985,LBR,MLE,21.2
1986,LBR,MLE,21.3
1999,LBR,MLE,21.6
2000,LBR,MLE,21.6
2001,LBR,MLE,21.7
2002,LBR,MLE,21.7
2003,LBR,MLE,21.8
1988,LBY,MLE,25
1989,LBY,MLE,25.1
1990,LBY,MLE,25.2
1991,LBY,MLE,25.2
2005,LBY,MLE,26.3
2006,LBY,MLE,26.3
2007,LBY,MLE,26.4
1980,LTU,MLE,26
1994,LTU,MLE,25.9
1995,LTU,MLE,25.8
1996,LTU,MLE,25.8
1997,LTU,MLE,25.8
1982,LUX,MLE,25.1
1983,LUX,MLE,25.1
1984,LUX,MLE,25.2
1985,LUX,MLE,25.2
1999,LUX,MLE,26.5
2000,LUX,MLE,26.6
2001,LUX,MLE,26.7
2002,LUX,MLE,26.8
1988,MKD,MLE,25.5
1989,MKD,MLE,25.5
1990,MKD,MLE,25.5
1991,MKD,MLE,25.5
2004,MKD,MLE,26.1
2005,MKD,MLE,26.2
2006,MKD,MLE,26.3
2007,MKD,MLE,26.5
1980,MDG,MLE,20.6
1993,MDG,MLE,21
1994,MDG,MLE,21
1995,MDG,MLE,21
1996,MDG,MLE,21
1982,MWI,MLE,20.7
1983,MWI,MLE,20.7
1984,MWI,MLE,20.7
1985,MWI,MLE,20.8
1999,MWI,MLE,21.3
2000,MWI,MLE,21.4
2001,MWI,MLE,21.4
2002,MWI,MLE,21.5
1987,MYS,MLE,22.3
1988,MYS,MLE,22.4
1989,MYS,MLE,22.5
1990,MYS,MLE,22.6
2004,MYS,MLE,24.3
2005,MYS,MLE,24.4
2006,MYS,MLE,24.5
2007,MYS,MLE,24.6
1993,MDV,MLE,21.7
1994,MDV,MLE,21.8
1995,MDV,MLE,21.9
1996,MDV,MLE,22
1981,MLI,MLE,20.3
1982,MLI,MLE,20.3
1983,MLI,MLE,20.3
1984,MLI,MLE,20.3
1985,MLI,MLE,20.3
1998,MLI,MLE,20.9
1999,MLI,MLE,21
2000,MLI,MLE,21.1
2001,MLI,MLE,21.2
1987,MLT,MLE,25.9
1988,MLT,MLE,26
1989,MLT,MLE,26.1
1990,MLT,MLE,26.1
2003,MLT,MLE,27.3
2004,MLT,MLE,27.4
2005,MLT,MLE,27.5
2006,MLT,MLE,27.6
2007,MLT,MLE,27.6
1992,MHL,MLE,26.8
1993,MHL,MLE,27
1994,MHL,MLE,27.2
1995,MHL,MLE,27.3
1981,MRT,MLE,20.9
1982,MRT,MLE,20.9
1983,MRT,MLE,21
1984,MRT,MLE,21
1998,MRT,MLE,21.8
1999,MRT,MLE,21.9
2000,MRT,MLE,22
2001,MRT,MLE,22
1986,MUS,MLE,22.6
1987,MUS,MLE,22.7
1988,MUS,MLE,22.9
1989,MUS,MLE,23
1990,MUS,MLE,23.1
2003,MUS,MLE,24.6
2004,MUS,MLE,24.7
2005,MUS,MLE,24.8
2006,MUS,MLE,24.9
1992,MEX,MLE,25.8
1993,MEX,MLE,25.9
1994,MEX,MLE,26
1995,MEX,MLE,26.1
1980,FSM,MLE,24.4
1981,FSM,MLE,24.5
1982,FSM,MLE,24.7
1983,FSM,MLE,24.8
1984,FSM,MLE,24.9
1997,FSM,MLE,26.8
1998,FSM,MLE,27
1999,FSM,MLE,27.1
2000,FSM,MLE,27.2
1986,MDA,MLE,24.6
1987,MDA,MLE,24.6
1988,MDA,MLE,24.6
1989,MDA,MLE,24.6
2003,MDA,MLE,23.9
2004,MDA,MLE,24
2005,MDA,MLE,24
2006,MDA,MLE,24.1
1991,MNG,MLE,23.8
1992,MNG,MLE,23.8
1993,MNG,MLE,23.8
1994,MNG,MLE,23.8
1995,MNG,MLE,23.8
1980,MNE,MLE,25.3
1981,MNE,MLE,25.4
1982,MNE,MLE,25.4
1983,MNE,MLE,25.4
1997,MNE,MLE,25.7
1998,MNE,MLE,25.8
1999,MNE,MLE,25.9
2000,MNE,MLE,25.9
1985,MAR,MLE,22.7
1986,MAR,MLE,22.8
1987,MAR,MLE,22.9
1988,MAR,MLE,23
1989,MAR,MLE,23.1
2002,MAR,MLE,24.2
2003,MAR,MLE,24.3
2004,MAR,MLE,24.4
2005,MAR,MLE,24.5
1991,MOZ,MLE,20.7
1992,MOZ,MLE,20.7
1993,MOZ,MLE,20.7
1994,MOZ,MLE,20.8
1980,MMR,MLE,19.6
1981,MMR,MLE,19.6
1982,MMR,MLE,19.7
1983,MMR,MLE,19.7
1996,MMR,MLE,20.3
1997,MMR,MLE,20.3
1998,MMR,MLE,20.4
1999,MMR,MLE,20.5
1985,NAM,MLE,21.2
1986,NAM,MLE,21.2
1987,NAM,MLE,21.2
1988,NAM,MLE,21.2
2002,NAM,MLE,21.8
2003,NAM,MLE,22
2004,NAM,MLE,22.1
2005,NAM,MLE,22.2
1990,NRU,MLE,30.4
1991,NRU,MLE,30.7
1992,NRU,MLE,30.9
1993,NRU,MLE,31.1
1994,NRU,MLE,31.3
2007,NRU,MLE,33.6
1980,NPL,MLE,20.9
1981,NPL,MLE,20.8
1982,NPL,MLE,20.8
1996,NPL,MLE,20.6
1997,NPL,MLE,20.6
1998,NPL,MLE,20.7
1999,NPL,MLE,20.7
1985,NLD,MLE,24.2
1986,NLD,MLE,24.2
1987,NLD,MLE,24.2
1988,NLD,MLE,24.3
2001,NLD,MLE,25.3
2002,NLD,MLE,25.3
2003,NLD,MLE,25.4
2004,NLD,MLE,25.5
1990,NZL,MLE,25.9
1991,NZL,MLE,26
1992,NZL,MLE,26.1
1993,NZL,MLE,26.1
2007,NZL,MLE,27.6
1980,NIC,MLE,24
1981,NIC,MLE,24.1
1982,NIC,MLE,24.1
1995,NIC,MLE,24.7
1996,NIC,MLE,24.8
1997,NIC,MLE,24.9
1998,NIC,MLE,24.9
1999,NIC,MLE,25
1984,NER,MLE,20.6
1985,NER,MLE,20.6
1986,NER,MLE,20.6
1987,NER,MLE,20.6
2001,NER,MLE,20.8
2002,NER,MLE,20.9
2003,NER,MLE,20.9
2004,NER,MLE,21
1990,NGA,MLE,21.3
1991,NGA,MLE,21.4
1992,NGA,MLE,21.5
1993,NGA,MLE,21.6
2006,NGA,MLE,22.8
2007,NGA,MLE,22.9
1980,PRK,MLE,21.8
1981,PRK,MLE,21.8
1995,PRK,MLE,22.3
1996,PRK,MLE,22.3
1997,PRK,MLE,22.2
1998,PRK,MLE,22.2
1984,NOR,MLE,24.9
1985,NOR,MLE,24.9
1986,NOR,MLE,25
1987,NOR,MLE,25
2000,NOR,MLE,26.1
2001,NOR,MLE,26.2
2002,NOR,MLE,26.3
2003,NOR,MLE,26.4
2004,NOR,MLE,26.5
1989,OMN,MLE,24
1990,OMN,MLE,24.1
1991,OMN,MLE,24.3
1992,OMN,MLE,24.4
2006,OMN,MLE,26
2007,OMN,MLE,26.1
1980,PAK,MLE,21.5
1981,PAK,MLE,21.5
1995,PAK,MLE,21.8
1996,PAK,MLE,21.9
1997,PAK,MLE,21.9
1998,PAK,MLE,22
1983,PLW,MLE,25.8
1984,PLW,MLE,26
1985,PLW,MLE,26.1
1986,PLW,MLE,26.2
2000,PLW,MLE,28.8
2001,PLW,MLE,29
2002,PLW,MLE,29.2
2003,PLW,MLE,29.3
1989,PAN,MLE,24.3
1990,PAN,MLE,24.3
1991,PAN,MLE,24.4
1992,PAN,MLE,24.5
2005,PAN,MLE,25.9
2006,PAN,MLE,26
2007,PAN,MLE,26.1
1980,PNG,MLE,21.7
1981,PNG,MLE,21.9
1994,PNG,MLE,23.6
1995,PNG,MLE,23.7
1996,PNG,MLE,23.9
1997,PNG,MLE,24
1983,PRY,MLE,23.6
1984,PRY,MLE,23.7
1985,PRY,MLE,23.8
1986,PRY,MLE,23.8
2000,PRY,MLE,24.9
2001,PRY,MLE,24.9
2002,PRY,MLE,25
2003,PRY,MLE,25.1
1988,PER,MLE,23.4
1989,PER,MLE,23.4
1990,PER,MLE,23.4
1991,PER,MLE,23.5
2005,PER,MLE,24.5
2006,PER,MLE,24.6
2007,PER,MLE,24.7
1980,PHL,MLE,21.2
1994,PHL,MLE,22
1995,PHL,MLE,22.1
1996,PHL,MLE,22.2
1997,PHL,MLE,22.3
1982,POL,MLE,25.1
1983,POL,MLE,25.1
1984,POL,MLE,25.1
1985,POL,MLE,25.2
1986,POL,MLE,25.2
1999,POL,MLE,25.8
2000,POL,MLE,25.9
2001,POL,MLE,26
2002,POL,MLE,26.1
1988,PRT,MLE,25.1
1989,PRT,MLE,25.2
1990,PRT,MLE,25.3
1991,PRT,MLE,25.3
2005,PRT,MLE,26.5
2006,PRT,MLE,26.5
2007,PRT,MLE,26.6
1980,QAT,MLE,25
1993,QAT,MLE,26
1994,QAT,MLE,26.2
1995,QAT,MLE,26.3
1996,QAT,MLE,26.4
1982,ROU,MLE,24.6
1983,ROU,MLE,24.7
1984,ROU,MLE,24.7
1985,ROU,MLE,24.7
1999,ROU,MLE,24.7
2000,ROU,MLE,24.7
2001,ROU,MLE,24.8
2002,ROU,MLE,24.9
1987,RUS,MLE,25
1988,RUS,MLE,25
1989,RUS,MLE,25
1990,RUS,MLE,25
1991,RUS,MLE,25
2004,RUS,MLE,25.4
2005,RUS,MLE,25.6
2006,RUS,MLE,25.7
2007,RUS,MLE,25.9
1993,RWA,MLE,21.9
1994,RWA,MLE,21.8
1995,RWA,MLE,21.8
1996,RWA,MLE,21.8
1982,KNA,MLE,25.2
1983,KNA,MLE,25.3
1984,KNA,MLE,25.4
1985,KNA,MLE,25.5
1998,KNA,MLE,26.9
1999,KNA,MLE,27
2000,KNA,MLE,27.2
2001,KNA,MLE,27.3
1987,LCA,MLE,23.1
1988,LCA,MLE,23.1
1989,LCA,MLE,23.2
1990,LCA,MLE,23.3
2004,LCA,MLE,24.5
2005,LCA,MLE,24.6
2006,LCA,MLE,24.7
2007,LCA,MLE,24.8
1992,VCT,MLE,23.9
1993,VCT,MLE,23.9
1994,VCT,MLE,24
1995,VCT,MLE,24.1
1996,VCT,MLE,24.2
1981,WSM,MLE,26
1982,WSM,MLE,26.1
1983,WSM,MLE,26.3
1984,WSM,MLE,26.5
1998,WSM,MLE,28.5
1999,WSM,MLE,28.7
2000,WSM,MLE,28.9
2001,WSM,MLE,29.1
1987,STP,MLE,21.6
1988,STP,MLE,21.6
1989,STP,MLE,21.7
1990,STP,MLE,21.7
2003,STP,MLE,22.9
2004,STP,MLE,23
2005,STP,MLE,23.1
2006,STP,MLE,23.2
1992,SAU,MLE,26.1
1993,SAU,MLE,26.2
1994,SAU,MLE,26.3
1995,SAU,MLE,26.4
1981,SEN,MLE,20.3
1982,SEN,MLE,20.3
1983,SEN,MLE,20.4
1984,SEN,MLE,20.4
1997,SEN,MLE,21.1
1998,SEN,MLE,21.2
1999,SEN,MLE,21.2
2000,SEN,MLE,21.3
2001,SEN,MLE,21.4
1986,SRB,MLE,25.8
1987,SRB,MLE,25.8
1988,SRB,MLE,25.9
1989,SRB,MLE,25.9
2003,SRB,MLE,26.6
2004,SRB,MLE,26.7
2005,SRB,MLE,26.8
2006,SRB,MLE,26.9
1991,SYC,MLE,23.3
1992,SYC,MLE,23.5
1993,SYC,MLE,23.6
1994,SYC,MLE,23.8
1995,SYC,MLE,23.9
1980,SLE,MLE,21.3
1981,SLE,MLE,21.4
1982,SLE,MLE,21.4
1983,SLE,MLE,21.5
1997,SLE,MLE,21.9
1998,SLE,MLE,21.9
1999,SLE,MLE,21.9
2000,SLE,MLE,21.9
1986,SGP,MLE,22.9
1987,SGP,MLE,23
1988,SGP,MLE,23.1
1989,SGP,MLE,23.1
2002,SGP,MLE,23.8
2003,SGP,MLE,23.8
2004,SGP,MLE,23.8
2005,SGP,MLE,23.8
2006,SGP,MLE,23.8
1991,SVK,MLE,25.9
1992,SVK,MLE,25.9
1993,SVK,MLE,26
1994,SVK,MLE,26
1980,SVN,MLE,25.6
1981,SVN,MLE,25.6
1982,SVN,MLE,25.7
1983,SVN,MLE,25.7
1996,SVN,MLE,26.3
1997,SVN,MLE,26.4
1998,SVN,MLE,26.5
1999,SVN,MLE,26.6
2000,SVN,MLE,26.7
1985,SLB,MLE,24.6
1986,SLB,MLE,24.7
1987,SLB,MLE,24.8
1988,SLB,MLE,24.9
2002,SLB,MLE,26.6
2003,SLB,MLE,26.7
2004,SLB,MLE,26.7
2005,SLB,MLE,26.8
1991,SOM,MLE,21.4
1992,SOM,MLE,21.4
1993,SOM,MLE,21.4
1994,SOM,MLE,21.5
2007,SOM,MLE,22
1980,ZAF,MLE,23.1
1981,ZAF,MLE,23.2
1982,ZAF,MLE,23.2
1983,ZAF,MLE,23.2
1996,ZAF,MLE,24
1997,ZAF,MLE,24.1
1998,ZAF,MLE,24.2
1999,ZAF,MLE,24.4
1985,KOR,MLE,22.2
1986,KOR,MLE,22.2
1987,KOR,MLE,22.3
1988,KOR,MLE,22.3
2001,KOR,MLE,23.5
2002,KOR,MLE,23.6
2003,KOR,MLE,23.7
2004,KOR,MLE,23.7
2005,KOR,MLE,23.8
1990,ESP,MLE,25.7
1991,ESP,MLE,25.8
1992,ESP,MLE,25.9
1993,ESP,MLE,26
2007,ESP,MLE,27.4
1980,LKA,MLE,20.3
1981,LKA,MLE,20.4
1982,LKA,MLE,20.5
1996,LKA,MLE,21.2
1997,LKA,MLE,21.2
1998,LKA,MLE,21.3
1999,LKA,MLE,21.4
1984,SDN,MLE,20.8
1985,SDN,MLE,20.8
1986,SDN,MLE,20.8
1987,SDN,MLE,20.9
1988,SDN,MLE,20.9
2001,SDN,MLE,21.7
2002,SDN,MLE,21.8
2003,SDN,MLE,21.9
2004,SDN,MLE,22
1990,SUR,MLE,23.7
1991,SUR,MLE,23.7
1992,SUR,MLE,23.8
1993,SUR,MLE,23.9
2006,SUR,MLE,25.4
2007,SUR,MLE,25.5
1980,SWZ,MLE,21.4
1981,SWZ,MLE,21.4
1982,SWZ,MLE,21.4
1995,SWZ,MLE,22
1996,SWZ,MLE,22
1997,SWZ,MLE,22.1
1998,SWZ,MLE,22.1
1984,SWE,MLE,24.8
1985,SWE,MLE,24.9
1986,SWE,MLE,24.9
1987,SWE,MLE,25
