YEAR _code,Year,REGION _code,Region,COUNTRY _code,Country,AGEGROUP _code,Sex,Numeric,Low,High,CountryYear,Comments
2007,2007,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,125.6,120.4,130.9,Belize 2007,
2008,2008,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,125.9,120.2,132,Belize 2008,
2009,2009,EUR,Europe,AND,Andorra,AGE25-PLUS,Female,,,,Andorra 2009,No covariate data available to produce crude estimates.
1984,1984,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,130.4,123.8,137.4,Benin 1984,
1985,1985,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,130.1,123.8,136.8,Benin 1985,
1986,1986,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,129.9,123.9,136.4,Benin 1986,
1987,1987,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,129.7,123.7,136,Benin 1987,
1992,1992,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,128.9,122.4,135.1,Benin 1992,
1993,1993,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,128.8,122.4,135,Benin 1993,
1994,1994,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,128.6,122.3,134.9,Benin 1994,
1995,1995,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,128.6,122.2,134.8,Benin 1995,
1996,1996,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,128.5,122.1,134.8,Benin 1996,
2001,2001,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,129.1,123.6,134.4,Benin 2001,
2002,2002,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,129.3,124.1,134.4,Benin 2002,
2003,2003,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,129.6,124.6,134.3,Benin 2003,
2004,2004,AFR,Africa,BEN,Benin,AGE25-PLUS,Male,129.8,125.2,134.3,Benin 2004,
2009,2009,EUR,Europe,AND,Andorra,AGE25-PLUS,Male,,,,Andorra 2009,No covariate data available to produce crude estimates.
1980,1980,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,121.2,111.6,131,Bhutan 1980,
1981,1981,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,121.4,112.4,130.5,Bhutan 1981,
1982,1982,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,121.7,113.3,130,Bhutan 1982,
1987,1987,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,122.8,115.9,129.6,Bhutan 1987,
1988,1988,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,123.1,116.3,130,Bhutan 1988,
1989,1989,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,123.3,116.5,130.1,Bhutan 1989,
1990,1990,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,123.5,116.7,130.4,Bhutan 1990,
1991,1991,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,123.7,116.9,130.7,Bhutan 1991,
1996,1996,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,124.7,117.6,131.8,Bhutan 1996,
1997,1997,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,124.9,117.8,132,Bhutan 1997,
1998,1998,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,125.1,118,132.1,Bhutan 1998,
1999,1999,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,125.2,118.4,132.1,Bhutan 1999,
2004,2004,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,125.7,119.9,131.9,Bhutan 2004,
2005,2005,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,125.8,119.9,131.9,Bhutan 2005,
2006,2006,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,125.8,119.9,131.9,Bhutan 2006,
2007,2007,SEAR,South-East Asia,BTN,Bhutan,AGE25-PLUS,Male,125.9,119.7,132.2,Bhutan 2007,
1983,1983,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,127.9,118.8,137.3,Bolivia (Plurinational State of) 1983,
1984,1984,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,127.7,118.9,136.6,Bolivia (Plurinational State of) 1984,
1985,1985,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,127.4,118.9,135.9,Bolivia (Plurinational State of) 1985,
1986,1986,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,127.2,118.7,135.5,Bolivia (Plurinational State of) 1986,
1991,1991,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,126.3,117.9,134.8,Bolivia (Plurinational State of) 1991,
1992,1992,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,126.1,117.7,134.6,Bolivia (Plurinational State of) 1992,
1993,1993,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,126,117.5,134.4,Bolivia (Plurinational State of) 1993,
1994,1994,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,125.9,117.3,134.4,Bolivia (Plurinational State of) 1994,
1999,1999,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,125.7,117.4,133.6,Bolivia (Plurinational State of) 1999,
2000,2000,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,125.7,117.7,133.6,Bolivia (Plurinational State of) 2000,
2001,2001,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,125.8,117.9,133.5,Bolivia (Plurinational State of) 2001,
2002,2002,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,125.9,118.1,133.6,Bolivia (Plurinational State of) 2002,
2008,2008,AMR,Americas,BOL,Bolivia (Plurinational State of),AGE25-PLUS,Male,127.2,118.4,136.2,Bolivia (Plurinational State of) 2008,
2009,2009,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,131.2,122.2,139.8,Angola 2009,
1980,1980,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,130.7,121.9,139.8,Bosnia and Herzegovina 1980,
1981,1981,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,131,123.1,139.2,Bosnia and Herzegovina 1981,
1986,1986,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,132.4,126.4,138.3,Bosnia and Herzegovina 1986,
1987,1987,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,132.6,126.7,138.4,Bosnia and Herzegovina 1987,
1988,1988,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,132.7,126.9,138.5,Bosnia and Herzegovina 1988,
1989,1989,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,132.7,127,138.5,Bosnia and Herzegovina 1989,
1994,1994,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,131.4,125.8,137.1,Bosnia and Herzegovina 1994,
1995,1995,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,131.3,125.6,137,Bosnia and Herzegovina 1995,
1996,1996,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,131.4,125.8,137,Bosnia and Herzegovina 1996,
1997,1997,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,131.6,126.1,137.2,Bosnia and Herzegovina 1997,
1998,1998,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,132,126.5,137.3,Bosnia and Herzegovina 1998,
2003,2003,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,133.6,128.8,138.1,Bosnia and Herzegovina 2003,
2004,2004,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,133.8,128.9,138.6,Bosnia and Herzegovina 2004,
2005,2005,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,134.1,128.8,139.2,Bosnia and Herzegovina 2005,
2006,2006,EUR,Europe,BIH,Bosnia and Herzegovina,AGE25-PLUS,Male,134.3,128.6,140,Bosnia and Herzegovina 2006,
1981,1981,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130,122.5,137.5,Botswana 1981,
1982,1982,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.1,123.1,136.9,Botswana 1982,
1983,1983,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.1,123.7,136.3,Botswana 1983,
1984,1984,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.2,124.2,136.1,Botswana 1984,
1989,1989,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.6,124.6,136.6,Botswana 1989,
1990,1990,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.7,124.5,136.9,Botswana 1990,
1991,1991,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.8,124.4,137.1,Botswana 1991,
1992,1992,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.9,124.4,137.2,Botswana 1992,
1993,1993,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.9,124.5,137.3,Botswana 1993,
1998,1998,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.5,124.2,136.6,Botswana 1998,
1999,1999,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.5,124.5,136.4,Botswana 1999,
2000,2000,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.6,124.8,136.3,Botswana 2000,
2001,2001,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,130.6,125.2,136.1,Botswana 2001,
2006,2006,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,131.3,127.1,135.6,Botswana 2006,
2007,2007,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,131.4,127.2,135.8,Botswana 2007,
2008,2008,AFR,Africa,BWA,Botswana,AGE25-PLUS,Male,131.5,127.1,136.1,Botswana 2008,
2009,2009,AFR,Africa,AGO,Angola,AGE25-PLUS,Female,126.1,117,135.3,Angola 2009,
1984,1984,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,133.5,127.8,139.5,Brazil 1984,
1985,1985,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,133.2,128,138.7,Brazil 1985,
1986,1986,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,133,128.2,138,Brazil 1986,
1987,1987,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,132.7,128.2,137.3,Brazil 1987,
1988,1988,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,132.4,128.2,136.8,Brazil 1988,
1993,1993,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,130.7,127.2,134.2,Brazil 1993,
1994,1994,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,130.3,126.9,133.7,Brazil 1994,
1995,1995,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,130,126.7,133.3,Brazil 1995,
1996,1996,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,129.7,126.4,133,Brazil 1996,
2001,2001,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,129.6,126.6,132.7,Brazil 2001,
2002,2002,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,129.9,126.8,132.9,Brazil 2002,
2003,2003,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,130.1,127.1,133.1,Brazil 2003,
2004,2004,AMR,Americas,BRA,Brazil,AGE25-PLUS,Male,130.5,127.4,133.6,Brazil 2004,
1980,1980,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,134.2,124.3,144.5,Brunei Darussalam 1980,
1981,1981,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,133.6,124.3,143.1,Brunei Darussalam 1981,
1982,1982,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,133,124.3,141.8,Brunei Darussalam 1982,
1983,1983,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,132.4,124.1,140.8,Brunei Darussalam 1983,
1988,1988,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,129.6,122.3,136.9,Brunei Darussalam 1988,
1989,1989,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,129.2,121.9,136.5,Brunei Darussalam 1989,
1990,1990,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,128.9,121.6,136.1,Brunei Darussalam 1990,
1991,1991,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,128.7,121.3,136,Brunei Darussalam 1991,
1996,1996,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,127.5,120.1,134.9,Brunei Darussalam 1996,
1997,1997,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,127.4,120,134.8,Brunei Darussalam 1997,
1998,1998,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,127.2,120.1,134.5,Brunei Darussalam 1998,
1999,1999,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,127.1,120,134.3,Brunei Darussalam 1999,
2005,2005,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,126,119.2,132.9,Brunei Darussalam 2005,
2006,2006,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,125.9,119,133,Brunei Darussalam 2006,
2007,2007,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,125.8,118.6,133.2,Brunei Darussalam 2007,
2008,2008,WPR,Western Pacific,BRN,Brunei Darussalam,AGE25-PLUS,Male,125.6,118.1,133.4,Brunei Darussalam 2008,
1983,1983,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,137.2,131.2,143.3,Bulgaria 1983,
1984,1984,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,137.4,131.7,143.3,Bulgaria 1984,
1985,1985,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,137.6,132,143.2,Bulgaria 1985,
1986,1986,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,137.7,132,143.4,Bulgaria 1986,
1991,1991,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,137.8,131.3,144.6,Bulgaria 1991,
1992,1992,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,137.7,130.9,144.8,Bulgaria 1992,
1993,1993,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,137.5,130.5,144.7,Bulgaria 1993,
1994,1994,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,137.3,130.1,144.6,Bulgaria 1994,
1995,1995,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,137.1,129.7,144.5,Bulgaria 1995,
2000,2000,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,136.2,129.4,143.1,Bulgaria 2000,
2001,2001,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,136.1,129.5,142.8,Bulgaria 2001,
2002,2002,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,136.1,129.6,142.6,Bulgaria 2002,
2003,2003,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,136.1,129.6,142.6,Bulgaria 2003,
2008,2008,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,136.5,129.1,144,Bulgaria 2008,
2009,2009,AMR,Americas,ATG,Antigua and Barbuda,AGE25-PLUS,Male,,,,Antigua and Barbuda 2009,No covariate data available to produce crude estimates.
1980,1980,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,130.2,119.7,141.4,Burkina Faso 1980,
1981,1981,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,130.1,120.2,140.5,Burkina Faso 1981,
1986,1986,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,129.1,121.1,137.1,Burkina Faso 1986,
1987,1987,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,128.9,121.1,136.8,Burkina Faso 1987,
1988,1988,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,128.7,121,136.5,Burkina Faso 1988,
1989,1989,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,128.5,120.8,136.2,Burkina Faso 1989,
1990,1990,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,128.2,120.6,135.9,Burkina Faso 1990,
1995,1995,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,127.2,119.7,135,Burkina Faso 1995,
1996,1996,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,127.2,119.6,135,Burkina Faso 1996,
1997,1997,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,127.2,119.6,134.9,Burkina Faso 1997,
1998,1998,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,127.2,119.8,134.9,Burkina Faso 1998,
2003,2003,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,128.1,121.2,135.3,Burkina Faso 2003,
2004,2004,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,128.3,121.4,135.4,Burkina Faso 2004,
2005,2005,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,128.6,121.6,135.7,Burkina Faso 2005,
2006,2006,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,128.8,121.8,136,Burkina Faso 2006,
1981,1981,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,128.1,117.8,138.6,Burundi 1981,
1982,1982,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,128,118.3,137.9,Burundi 1982,
1983,1983,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,127.8,118.4,137.4,Burundi 1983,
1984,1984,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,127.7,118.8,136.9,Burundi 1984,
1985,1985,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,127.7,119,136.5,Burundi 1985,
1990,1990,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,128.1,119.8,136.7,Burundi 1990,
1991,1991,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,128.2,119.7,136.8,Burundi 1991,
1992,1992,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,128.4,119.8,137.1,Burundi 1992,
1993,1993,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,128.5,119.9,137.1,Burundi 1993,
1998,1998,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,129.2,120.9,137.7,Burundi 1998,
1999,1999,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,129.5,121.3,138,Burundi 1999,
2000,2000,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,129.8,121.6,138,Burundi 2000,
2001,2001,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,130.1,122,138.1,Burundi 2001,
2007,2007,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,132.1,124,140.4,Burundi 2007,
2008,2008,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,132.5,124.1,141,Burundi 2008,
2009,2009,AMR,Americas,ATG,Antigua and Barbuda,AGE25-PLUS,Female,,,,Antigua and Barbuda 2009,No covariate data available to produce crude estimates.
1980,1980,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,118,107.9,127.3,Cambodia 1980,
1985,1985,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,118.2,110.8,125.4,Cambodia 1985,
1986,1986,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,118.3,111.3,125.2,Cambodia 1986,
1987,1987,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,118.4,111.4,125.2,Cambodia 1987,
1988,1988,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,118.5,111.6,125.5,Cambodia 1988,
1993,1993,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,119.4,112.3,126.5,Cambodia 1993,
1994,1994,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,119.6,112.5,126.6,Cambodia 1994,
1995,1995,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,119.8,112.6,126.9,Cambodia 1995,
1996,1996,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,120,112.9,127,Cambodia 1996,
2002,2002,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,121.6,115.5,127.4,Cambodia 2002,
2003,2003,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,121.8,116.1,127.4,Cambodia 2003,
2004,2004,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,122.1,116.5,127.3,Cambodia 2004,
2005,2005,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,122.2,117,127.1,Cambodia 2005,
1980,1980,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,131.2,122,141.5,Cameroon 1980,
1981,1981,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,130.9,122.6,140.3,Cameroon 1981,
1982,1982,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,130.8,123.2,139.2,Cameroon 1982,
1983,1983,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,130.6,123.7,138.3,Cameroon 1983,
1988,1988,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,129.3,124.5,134.4,Cameroon 1988,
1989,1989,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,129,124.4,133.8,Cameroon 1989,
1990,1990,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,128.6,124.1,133.3,Cameroon 1990,
1991,1991,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,128.3,123.9,132.7,Cameroon 1991,
1997,1997,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,127,123.3,130.8,Cameroon 1997,
1998,1998,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,127.1,123.4,130.7,Cameroon 1998,
1999,1999,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,127.2,123.6,130.7,Cameroon 1999,
2000,2000,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,127.3,123.9,130.8,Cameroon 2000,
2005,2005,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,128.6,124.5,132.7,Cameroon 2005,
2006,2006,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,128.9,124.3,133.4,Cameroon 2006,
2007,2007,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,129.1,123.9,134.2,Cameroon 2007,
2008,2008,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,129.4,123.7,135.2,Cameroon 2008,
1983,1983,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,130.6,127.4,134,Canada 1983,
1984,1984,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,130.4,127.4,133.5,Canada 1984,
1985,1985,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,130.3,127.3,133.3,Canada 1985,
1986,1986,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,130.1,127.1,133.1,Canada 1986,
1987,1987,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,130.1,127,133.2,Canada 1987,
1992,1992,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,129.8,125.9,133.8,Canada 1992,
1993,1993,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,129.6,125.5,133.9,Canada 1993,
1994,1994,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,129.4,125.1,133.9,Canada 1994,
1995,1995,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,129.2,124.8,133.7,Canada 1995,
2000,2000,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,127.5,122.8,132.2,Canada 2000,
2001,2001,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,127.2,122.4,131.8,Canada 2001,
2002,2002,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,126.8,122.2,131.3,Canada 2002,
2003,2003,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,126.5,121.8,130.9,Canada 2003,
2008,2008,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,124.6,118.7,130.4,Canada 2008,
2009,2009,AMR,Americas,ARG,Argentina,AGE25-PLUS,Female,119,109.9,129.1,Argentina 2009,
1980,1980,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,137.3,127.6,148.3,Cabo Verde 1980,
1981,1981,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,137,128,146.9,Cabo Verde 1981,
1982,1982,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,136.7,128.4,145.7,Cabo Verde 1982,
1987,1987,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,135,128.3,141.7,Cabo Verde 1987,
1988,1988,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,134.7,128,141.3,Cabo Verde 1988,
1989,1989,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,134.4,127.7,140.9,Cabo Verde 1989,
1990,1990,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,134.2,127.5,140.6,Cabo Verde 1990,
1995,1995,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,133.5,126.7,140,Cabo Verde 1995,
1996,1996,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,133.5,126.8,139.8,Cabo Verde 1996,
1997,1997,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,133.5,126.9,139.8,Cabo Verde 1997,
1998,1998,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,133.6,127.2,139.8,Cabo Verde 1998,
2004,2004,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,135,130.2,139.7,Cabo Verde 2004,
2005,2005,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,135.3,130.8,139.8,Cabo Verde 2005,
2006,2006,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,135.7,131.2,140,Cabo Verde 2006,
2007,2007,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,136,131.4,140.4,Cabo Verde 2007,
1982,1982,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,131.6,122.3,141.1,Central African Republic 1982,
1983,1983,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,131.4,122.4,140.4,Central African Republic 1983,
1984,1984,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,131.1,122.7,139.7,Central African Republic 1984,
1985,1985,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,130.9,122.9,139.2,Central African Republic 1985,
1990,1990,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,130.3,122.5,138.1,Central African Republic 1990,
1991,1991,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,130.3,122.4,138.1,Central African Republic 1991,
1992,1992,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,130.1,122.2,138.1,Central African Republic 1992,
1993,1993,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,130,121.9,138,Central African Republic 1993,
1999,1999,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,130.1,122.3,137.9,Central African Republic 1999,
2000,2000,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,130.2,122.5,137.9,Central African Republic 2000,
2001,2001,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,130.4,122.8,137.9,Central African Republic 2001,
2002,2002,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,130.5,123,137.9,Central African Republic 2002,
2007,2007,AFR,Africa,CAF,Central African Republic,AGE25-PLUS,Male,131.4,123.2,139.6,Central African Republic 2007,
