"","AreaName","ItemName","ElementName","Value","DerivedFrom","CO2RR","CO2SE","VegOrMeat","order","countrycode","CO2.SE.weighted","protein.amb.cal","proteinCO2","protein.cal.CO2"
"2461","Central America","Sweeteners, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",37,"Central America",0,0,0,0
"2462","Central America","Fats, Animals, Raw","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",37,"Central America",0,0,0,0
"2463","Central America","Grapes and products (excl wine)","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",37,"Central America",0,0,0,0
"2464","Central America","Mutton & Goat Meat","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",37,"Central America",0,0,0,0
"2465","Central America","Marine Fish, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",37,"Central America",0,0,0,0
"2466","Central America","Wheat and products","Protein supply quantity (g/capita/day)",7,"Wheat",0.920571043841237,0.0253603990315093,"Veg",37,"Central America",0.0315143421128315,29.75,6.44399730688866,27.3869885542768
"2467","Central America","Sugar cane","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",37,"Central America",0,0,0,0
"2468","Central America","Butter, Ghee","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",37,"Central America",0,0,0,0
"2469","Central America","Pulses, Other and products","Protein supply quantity (g/capita/day)",1,"Pulse",0.9701329595,0.0442203974233508,"Veg",37,"Central America",0.00195544354827909,4.25,0.9701329595,4.123065077875
"2470","Central America","Tea (including mate)","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",37,"Central America",0,0,0,0
"2471","Central America","Sugar non-centrifugal","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",37,"Central America",0,0,0,0
"2473","Central America","Oranges, Mandarines","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",37,"Central America",0,0,0,0
"2474","Central America","Bovine Meat","Protein supply quantity (g/capita/day)",6,"nonveg",1,0,"nonveg",37,"Central America",0,25.5,6,25.5
"2475","Central America","Rape and Mustardseed","Protein supply quantity (g/capita/day)",0,"Mustard",0.960392799590909,0.0951416018385209,"Veg",37,"Central America",0,0,0,0
"2476","Central America","Fish, Liver Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",37,"Central America",0,0,0,0
"2477","Central America","Pineapples and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",37,"Central America",0,0,0,0
"2478","Central America","Pelagic Fish","Protein supply quantity (g/capita/day)",1,"nonveg",1,0,"nonveg",37,"Central America",0,4.25,1,4.25
"2479","Central America","Sorghum and products","Protein supply quantity (g/capita/day)",0,"Sorghum",1.00261891758065,0.0238594868227217,"Veg",37,"Central America",0,0,0,0
"2480","Central America","Dates","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",37,"Central America",0,0,0,0
"2481","Central America","Cocoa Beans and products","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",37,"Central America",0,0,0,0
"2482","Central Asia","Pineapples and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2483","Central Asia","Beverages, Fermented","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2484","Central Asia","Rape and Mustardseed","Protein supply quantity (g/capita/day)",0,"Mustard",0.960392799590909,0.0951416018385209,"Veg",38,"Central Asia",0,0,0,0
"2485","Central Asia","Marine Fish, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2486","Central Asia","Cream","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2487","Central Asia","Citrus, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2488","Central Asia","Fish, Liver Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2489","Central Asia","Tomatoes and products","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0.000528624627310718,4.25,0.83109783,3.5321657775
"2490","Central Asia","Freshwater Fish","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2491","Central Asia","Sunflowerseed Oil","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2492","Central Asia","Wheat and products","Protein supply quantity (g/capita/day)",33,"Wheat",0.920571043841237,0.0253603990315093,"Veg",38,"Central Asia",0.700390174711705,140.25,30.3788444467608,129.110088898733
"2493","Central Asia","Tea (including mate)","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2494","Central Asia","Maize and products","Protein supply quantity (g/capita/day)",1,"Maize",0.956870944,0.0585431094272955,"Veg",38,"Central Asia",0.0034272956614163,4.25,0.956870944,4.066701512
"2495","Central Asia","Beer","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2496","Central Asia","Millet and products","Protein supply quantity (g/capita/day)",0,"Sorghum",1.00261891758065,0.0238594868227217,"Veg",38,"Central Asia",0,0,0,0
"2497","Central Asia","Cephalopods","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2498","Central Asia","Grapefruit and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2499","Central Asia","Oranges, Mandarines","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2501","Central Asia","Bovine Meat","Protein supply quantity (g/capita/day)",9,"nonveg",1,0,"nonveg",38,"Central Asia",0,38.25,9,38.25
"2502","Central Asia","Dates","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2503","Central Asia","Lemons, Limes and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2504","Central Asia","Fish, Body Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2505","Central Asia","Oats","Protein supply quantity (g/capita/day)",0,"C3",0.915265392641176,0.0190588912548012,"Veg",38,"Central Asia",0,0,0,0
"2506","Central Asia","Groundnuts (Shelled Eq)","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2507","Central Asia","Meat, Other","Protein supply quantity (g/capita/day)",1,"nonveg",1,0,"nonveg",38,"Central Asia",0,4.25,1,4.25
"2508","Central Asia","Oilcrops, Other","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2509","Central Asia","Grapes and products (excl wine)","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2510","Central Asia","Cottonseed Oil","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2511","Central Asia","Oilcrops Oil, Other","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2513","Central Asia","Onions","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0.000528624627310718,4.25,0.83109783,3.5321657775
"2514","Central Asia","Coconuts - Incl Copra","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2515","Central Asia","Fruits, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2516","Central Asia","Coffee and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2517","Central Asia","Apples and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2518","Central Asia","Mutton & Goat Meat","Protein supply quantity (g/capita/day)",3,"nonveg",1,0,"nonveg",38,"Central Asia",0,12.75,3,12.75
"2519","Central Asia","Crustaceans","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2520","Central Asia","Pulses, Other and products","Protein supply quantity (g/capita/day)",0,"Pulse",0.9701329595,0.0442203974233508,"Veg",38,"Central Asia",0,0,0,0
"2521","Central Asia","Honey","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2522","Central Asia","Rye and products","Protein supply quantity (g/capita/day)",0,"C3",0.915265392641176,0.0190588912548012,"Veg",38,"Central Asia",0,0,0,0
"2523","Central Asia","Sunflower seed","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2524","Central Asia","Demersal Fish","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2525","Central Asia","Aquatic Animals, Others","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2526","Central Asia","Peas","Protein supply quantity (g/capita/day)",0,"Peas",0.969286173217391,0.104739889965233,"Veg",38,"Central Asia",0,0,0,0
"2527","Central Asia","Poultry Meat","Protein supply quantity (g/capita/day)",2,"nonveg",1,0,"nonveg",38,"Central Asia",0,8.5,2,8.5
"2528","Central Asia","Spices, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2529","Central Asia","Butter, Ghee","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2530","Central Asia","Pelagic Fish","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2531","Central Asia","Pimento","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2532","Central Asia","Aquatic Plants","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2533","Central Asia","Soyabeans","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2534","Central Asia","Cocoa Beans and products","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2535","Central Asia","Molluscs, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2536","Central Asia","Fats, Animals, Raw","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2537","Central Asia","Wine","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",38,"Central Asia",0,0,0,0
"2538","Central Asia","Sesame seed","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2539","Central Asia","Pigmeat","Protein supply quantity (g/capita/day)",2,"nonveg",1,0,"nonveg",38,"Central Asia",0,8.5,2,8.5
"2540","Central Asia","Rice (Milled Equivalent)","Protein supply quantity (g/capita/day)",1,"Rice",0.924991483223464,0.0176579829645862,"Veg",38,"Central Asia",0.000311804362377617,4.25,0.924991483223464,3.93121380369972
"2541","Central Asia","Olives (including preserved)","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",38,"Central Asia",0,0,0,0
"2542","Central Asia","Potatoes and products","Protein supply quantity (g/capita/day)",3,"Root",0.940980303366666,0.0211127441867069,"Veg",38,"Central Asia",0.00401173170383993,12.75,2.8229409101,11.997498867925
"2543","Central Asia","Beans","Protein supply quantity (g/capita/day)",0,"Beans",0.96018227925,0.0449272691775596,"Veg",38,"Central Asia",0,0,0,0
"2544","Central Asia","Pepper","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2545","Central Asia","Bananas","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",38,"Central Asia",0,0,0,0
"2546","Central Asia","Barley and products","Protein supply quantity (g/capita/day)",1,"Barley",0.861118902,0.0259112120197859,"Veg",38,"Central Asia",0.000671390908334297,4.25,0.861118902,3.6597553335
"2547","Chad","Rice (Milled Equivalent)","Protein supply quantity (g/capita/day)",2,"Rice",0.924991483223464,0.0176579829645862,"Veg",39,"TCD",0.00124721744951047,8.5,1.84998296644693,7.86242760739944
"2548","Chad","Yams","Protein supply quantity (g/capita/day)",1,"Root",0.940980303366666,0.0211127441867069,"Veg",39,"TCD",0.000445747967093326,4.25,0.940980303366666,3.99916628930833
"2549","Chad","Pulses, Other and products","Protein supply quantity (g/capita/day)",2,"Pulse",0.9701329595,0.0442203974233508,"Veg",39,"TCD",0.00782177419311636,8.5,1.940265919,8.24613015575
"2550","Chad","Sesame seed","Protein supply quantity (g/capita/day)",1,"Oil",1.00125130270504,0.0150475664700888,"Veg",39,"TCD",0.000226429256671741,4.25,1.00125130270504,4.25531803649642
"2551","Chad","Bananas","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",39,"TCD",0,0,0,0
"2552","Chad","Rape and Mustardseed","Protein supply quantity (g/capita/day)",0,"Mustard",0.960392799590909,0.0951416018385209,"Veg",39,"TCD",0,0,0,0
"2553","Chad","Aquatic Animals, Others","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2554","Chad","Bovine Meat","Protein supply quantity (g/capita/day)",3,"nonveg",1,0,"nonveg",39,"TCD",0,12.75,3,12.75
"2555","Chad","Mutton & Goat Meat","Protein supply quantity (g/capita/day)",1,"nonveg",1,0,"nonveg",39,"TCD",0,4.25,1,4.25
"2556","Chad","Demersal Fish","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2557","Chad","Cephalopods","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2558","Chad","Millet and products","Protein supply quantity (g/capita/day)",8,"Sorghum",1.00261891758065,0.0238594868227217,"Veg",39,"TCD",0.0364336071323923,34,8.0209513406452,34.0890431977421
"2559","Chad","Crustaceans","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2560","Chad","Onions","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",39,"TCD",0,0,0,0
"2561","Chad","Meat, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2562","Chad","Freshwater Fish","Protein supply quantity (g/capita/day)",2,"nonveg",1,0,"nonveg",39,"TCD",0,8.5,2,8.5
"2563","Chad","Oilcrops, Other","Protein supply quantity (g/capita/day)",1,"Oil",1.00125130270504,0.0150475664700888,"Veg",39,"TCD",0.000226429256671741,4.25,1.00125130270504,4.25531803649642
"2564","Chad","Marine Fish, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2565","Chad","Fats, Animals, Raw","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2566","Chad","Pigmeat","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2568","Chad","Pelagic Fish","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2569","Chad","Dates","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",39,"TCD",0,0,0,0
"2570","Chad","Butter, Ghee","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2571","Chad","Cocoa Beans and products","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",39,"TCD",0,0,0,0
"2572","Chad","Coffee and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",39,"TCD",0,0,0,0
"2573","Chad","Spices, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",39,"TCD",0,0,0,0
"2574","Chad","Groundnuts (Shelled Eq)","Protein supply quantity (g/capita/day)",9,"Oil",1.00125130270504,0.0150475664700888,"Veg",39,"TCD",0.018340769790411,38.25,9.01126172434536,38.2978623284678
"2575","Chad","Honey","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2577","Chad","Potatoes and products","Protein supply quantity (g/capita/day)",0,"Root",0.940980303366666,0.0211127441867069,"Veg",39,"TCD",0,0,0,0
"2578","Chad","Cassava and products","Protein supply quantity (g/capita/day)",0,"Root",0.940980303366666,0.0211127441867069,"Veg",39,"TCD",0,0,0,0
"2579","Chad","Maize and products","Protein supply quantity (g/capita/day)",4,"Maize",0.956870944,0.0585431094272955,"Veg",39,"TCD",0.0548367305826607,17,3.827483776,16.266806048
"2580","Chad","Sorghum and products","Protein supply quantity (g/capita/day)",12,"Sorghum",1.00261891758065,0.0238594868227217,"Veg",39,"TCD",0.0819756160478828,51,12.0314270109678,51.1335647966131
"2581","Chad","Wheat and products","Protein supply quantity (g/capita/day)",2,"Wheat",0.920571043841237,0.0253603990315093,"Veg",39,"TCD",0.00257259935614951,8.5,1.84114208768247,7.82485387265051
"2582","Chad","Beans","Protein supply quantity (g/capita/day)",3,"Beans",0.96018227925,0.0449272691775596,"Veg",39,"TCD",0.0181661356417761,12.75,2.88054683775,12.2423240604375
"2583","Chad","Molluscs, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
"2584","Chad","Beverages, Fermented","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",39,"TCD",0,0,0,0
