"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","BFP","EAR_1","EAR_2","EAR_2_BFP","Def_amb_HHS_EAR2","Def_CO2_HHS_EAR2","Def_CO2u_HHS_EAR2","Def_CO2l_HHS_EAR2","Difference_HHS2","DifferenceCIu_HHS2","DifferenceCIl_HHS2","pop","country.y","People_made_deficient_HHS2","People_made_deficientCIu_HHS2","People_made_deficientCIl_HHS2"
"86","CYN",202,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","CYP",203,"Cyprus",NA,0.429905148832323,NA,3.48998989901415,NA,NA,NA,3.40981014872815,3.43538014557127,3.38356913164198,1.032899907537,38.3816937126229,43.7498002335506,44.7827001410876,NA,NA,NA,NA,NA,NA,NA,1117000,"Cyprus",NA,NA,NA
"88","CZE",204,"Czech Republic",0.551105656221467,0.428936867281207,3.72262126647294,3.78248657057608,3.64323231309296,3.66820080102013,3.61762440023361,3.7030976171961,3.72806610512327,3.67748970433675,0.99674876090504,38.878142400371,43.1621016868135,44.1588504477186,0.547067987824647,0.603459145815923,0.585897695329677,0.621254567860106,0.0563911579912756,0.0388297075050296,0.0741865800354583,10611000,"Czech Republic",598366.577445425,412022.026335869,787193.800756248
"89","DEU",205,"Germany",0.564585129731352,0.427965586347602,3.87571476066101,3.94351567346897,3.79250220231163,3.81400215298905,3.77052982807435,3.86030311511959,3.88180306579701,3.83833074088232,0.725033082050806,38.9459378041338,44.1289169116716,44.8539499937224,0.449049110221938,0.507708264379003,0.492517072970267,0.523221545281786,0.0586591541570648,0.0434679627483298,0.0741724350598478,82893000,"Germany",4862433.26554157,3603189.8360973,6148375.65941597
"90","DJI",206,"Djibouti",0.630641895511421,0.512215056853556,3.7457986051099,3.81347107306327,3.667653113083,3.70645658819499,3.62728293007429,3.73532558103637,3.77412905614836,3.69495539802766,2.31074246890828,35.9696499514093,33.658907482501,35.9696499514093,0.397948029845532,0.44640565253543,0.422196332003732,0.471804995119516,0.0484576226898975,0.0242483021582,0.0738569652739833,847000,"Djibouti",41043.6064183431,20538.3119279954,62556.8495870639
"91","DMA",207,"Dominica",NA,0.460304637208337,NA,3.7080503599745,NA,NA,NA,3.62026146176753,3.64185920267436,3.59818694216371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71000,"Dominica",NA,NA,NA
"92","DNK",208,"Denmark",0.545117677732751,0.427965586347602,3.87871274568579,3.93571211542524,3.78861770520649,3.80781165282548,3.76904812839779,3.84561707494594,3.86481102256493,3.82604749813724,1.01016573027436,38.2432687201612,40.2298884750616,41.2400542053359,0.385053260741069,0.449486325533067,0.435586031162485,0.46372264808953,0.0644330647919981,0.0505327704214163,0.0786693873484609,5575000,"Denmark",359214.336215389,281720.195099396,438581.834467669
"93","DOM",209,"Dominican Republic",0.674067850030109,0.466398769861772,3.33856303548821,3.45698286244603,3.25315539775279,3.27373305593545,3.23214538717762,3.37157522471061,3.39215288289327,3.35056521413544,0.75424226853429,35.115064271076,36.6965166322722,37.4507589008065,0.663491446859205,0.708399696720942,0.697836471161389,0.7190037899225,0.0449082498617371,0.0343450243021838,0.0555123430632954,10148000,"Dominican Republic",455728.919596908,348533.306618561,563339.257406322
"94","DZA",210,"Algeria",0.603809167372676,0.494483141320715,4.01995376514325,4.07998973191969,3.93001051886165,3.96528697397371,3.89344398747914,3.9900464856381,4.02532294075015,3.95347995425558,2.21252922075783,37.3225196040037,35.9408808357263,38.1534100564841,0.265465185405794,0.316457962109313,0.29596203714339,0.338314718878623,0.0509927767035199,0.0304968517375965,0.0728495334728299,37763000,"Algeria",1925640.22665502,1151652.61216686,2751016.93253448
"95","EAP",211,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","EAS",212,"Eastern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602729000,"Eastern Asia",NA,NA,NA
"97","Eastern Africa",213,"Eastern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324769000,"Eastern Africa",NA,NA,NA
"98","Eastern Europe",214,"Eastern Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295628000,"Eastern Europe",NA,NA,NA
"99","ECA",215,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","ECS",216,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","ECU",217,"Ecuador",0.686737596695488,0.454093416142425,3.19714181661919,3.32984566468479,3.10912670507874,3.12727046561078,3.09064765573271,3.24183055314434,3.25997431367638,3.2233515037983,0.775886102750003,35.1742238162779,36.7556575637359,37.5315436664859,0.733454570952919,0.773811718975031,0.765785830435305,0.781823744345695,0.040357148022112,0.032331259482386,0.0483691733927762,15246000,"Ecuador",615285.078745119,492922.382068457,737436.417546267
"102","EGY",218,"Egypt",0.578126581999125,0.503851886924174,4.24222312623604,4.28240493666451,4.16510979942159,4.19838417208002,4.13069002091341,4.20529160985006,4.23856598250849,4.17087183134188,1.36007155297413,35.5597092386758,38.861235366568,40.2213069195421,0.171669426478634,0.207764074045287,0.191669818302964,0.225224359350809,0.0360946475666538,0.0200003918243305,0.0535549328721754,79392000,"Egypt",2865626.25961178,1587871.10771725,4251833.23058775
"103","EMU",219,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","ERI",220,"Eritrea",NA,0.484842368383255,NA,3.70089612438168,NA,NA,NA,3.66304354245991,3.68874208469013,3.63666712650103,2.07602165777838,33.396203580584,28.2662668161172,30.3422884738956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","ESEASP",221,"ESEASP",0.59721060049329,0.502508201767343,3.64320430548713,3.69527730973618,3.56858016282316,3.59067250727232,3.54598869921985,3.62065316707221,3.64274551152137,3.5980617034689,0.303766447411407,59.6900221264978,NA,NA,NA,NA,NA,NA,NA,NA,NA,616053000,"ESEASP",NA,NA,NA
"106","ESH",222,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","ESP",223,"Spain",0.599988821410344,0.432792211465264,3.70093404545118,3.78727278920737,3.61945768561354,3.64415205165318,3.59413803425619,3.70579642936973,3.73049079540937,3.68047677801238,0.936631229334913,38.6546310976961,42.4878524720943,43.4244837014292,0.546497783018126,0.599716848411093,0.583734356216637,0.615932195253685,0.0532190653929675,0.0372365731985109,0.069434412235559,46514000,"Spain",2475431.60768849,1732021.96575554,3229672.25072479
"108","EST",224,"Estonia",0.607645473022924,0.464669243895559,3.89637768210667,3.97303543943806,3.81181597287855,3.83585555984825,3.78718421951213,3.88847373020994,3.91251331717965,3.86384197684352,0.970885052235598,38.6302968160846,40.2629960393353,41.2338810915709,0.385341549691583,0.43946783410777,0.423917927022806,0.455498052840301,0.0541262844161868,0.0385763773312227,0.0701565031487185,1294000,"Estonia",70039.4120345458,49917.8322666022,90782.5150744417
"109","ETH",225,"Ethiopia",0.593977449947511,0.575101349252658,3.79153327614663,3.80256710071359,3.74539341638588,3.77410883262989,3.71582898513028,3.75642724095284,3.78514265719685,3.72686280969724,1.85313434009379,33.2172495737416,28.7337435185603,30.5868778586541,0.266136775186223,0.292237563638477,0.275853564233371,0.309564190552511,0.0261007884522543,0.00971678904714868,0.0434274153662885,89393000,"Ethiopia",2333227.78211237,868612.923291762,3882106.94183862
"110","Europe",226,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741012000,"Europe",NA,NA,NA
"111","EUU",227,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507399000,"European Union",NA,NA,NA
"112","EUU",229,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507399000,"European Union",NA,NA,NA
"113","EUU",230,"European Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507399000,"European Union",NA,NA,NA
"114","EUU",228,"European Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507399000,"European Union",NA,NA,NA
"115","FCS",231,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","FIN",232,"Finland",0.556815831235897,0.427965586347602,3.95650232382676,4.0199469872353,3.86561733012233,3.8858372459492,3.84498011707411,3.92906199353086,3.94928190935773,3.90842478048265,0.99748949133674,38.5134282394237,42.6129228714338,43.6104123627706,0.37242659651706,0.435570032862848,0.421317552905515,0.450203339652066,0.063143436345788,0.0488909563884549,0.0777767431350059,5389000,"Finland",340279.978467451,263473.363977384,419138.868754547
"117","FJI",233,"Fiji",0.647646649767822,0.462930451198671,3.68873244631672,3.79130323647096,3.62062084901843,3.64986115252032,3.59049973021555,3.72319163917267,3.75243194267456,3.69307052036979,1.86381951117225,36.6329438513616,37.2031264248808,39.0669459360531,0.485554732754137,0.527485690869244,0.509494911702984,0.545959569594095,0.0419309581151064,0.0239401789488468,0.0604048368399578,868000,"Fiji",36396.0716439123,20780.075327599,52431.3983770834
"118","FLK",234,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","FRA",235,"France",0.589129944626248,0.428936867281207,3.89801204833268,3.97955567610383,3.81527979617722,3.83951372675146,3.79044396562167,3.89682342394838,3.92105735452262,3.87198759339283,1.05443650889558,38.1530305700753,39.5925940089268,40.6470305178224,0.371551037000593,0.425706074685877,0.409647414613739,0.44229222008081,0.0541550376852842,0.0380963776131465,0.0707411830802177,63582000,"France",3443285.60610574,2422243.88139908,4497865.9026064
"120","FrePol",236,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","FRO",237,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","FSM",238,"Micronesia",0.762043020194141,NA,3.41426225284864,NA,3.34249590493171,3.36211452724454,3.32248467705284,NA,NA,NA,2.00689370816772,35.4327860174483,41.7453993494953,43.752293057663,0.683686669345541,0.716409913287769,0.707626675681214,0.725236578737076,0.032723243942228,0.0239400063356736,0.0415499093915348,99000,"Micronesia",3239.60115028057,2370.06062723169,4113.44102976195
"123","GAB",239,"Gabon",0.639435182046081,0.442229333653903,3.66191429257581,3.76856957682297,3.59066488454718,3.61007940407654,3.57086596621836,3.69732016879435,3.71673468832371,3.67752125046552,1.12037569685644,33.6320565556111,32.847862598892,33.9682382957485,0.415487423479293,0.45936804964281,0.447338740624175,0.471673892568098,0.0438806261635173,0.0318513171448828,0.0561864690888054,1594000,"Gabon",69945.7181046466,50770.9995289431,89561.2317275558
"124","Gaza",240,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","GBR",241,"United Kingdom",0.60747335777287,0.428936867281207,3.7522235339917,3.84474205613712,3.67463424609546,3.70026859637256,3.64832544899498,3.76715276824087,3.79278711851798,3.74084397114039,1.15421744840028,38.3922638197872,44.2813765668954,45.4355940152957,0.54199990716847,0.592196163460375,0.575737074007736,0.608920482494514,0.0501962562919045,0.0337371668392658,0.0669205753260436,62672000,"United Kingdom",3145899.77432624,2114375.72015046,4194046.2968338
"126","GEO",242,"Georgia",0.64329488194742,0.590971596703205,3.78294117508891,3.81523161360381,3.70268660205244,3.73956569784978,3.66439518731363,3.73497704056735,3.77185613636469,3.69668562582853,1.25656173676674,38.5105601389898,41.7119753902609,42.9685371270277,0.486066086283354,0.535785369730877,0.512960473201553,0.559359351968487,0.0497192834475224,0.026894386918199,0.0732932656851332,4374000,"Georgia",217472.145799463,117636.048380202,320584.744106772
"127","GGY",243,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","GHA",244,"Ghana",0.647228579012043,0.492099133457855,3.64520823802963,3.73357987619962,3.58208147582271,3.60147650630909,3.56230282554822,3.6704531139927,3.68984814447908,3.65067446371821,1.76208430701801,34.2359206362758,32.4738363292578,34.2359206362758,0.431348612590325,0.469945133633606,0.458039499709518,0.48211391582204,0.0385965210432812,0.0266908871191935,0.050765303231716,24821000,"Ghana",958004.248815281,662494.509185501,1260045.59151442
"129","GIN",245,"Guinea",0.627063950389042,0.53682580740258,3.61381207788997,3.66632570308201,3.54857102501165,3.56823982232861,3.52850759110215,3.60108465020369,3.62075344752065,3.58102121629419,2.02071720418225,33.5445932893135,30.6043640351035,32.6250812392857,0.418672302471307,0.459676354909759,0.447248694304411,0.472394006758686,0.041004052438452,0.0285763918331033,0.0537217042873788,11162000,"Guinea",457687.233318001,318969.685641099,599641.663255722
"130","GMB",246,"Gambia",0.674557348692328,0.497635431731501,3.75352363168752,3.85721692856763,3.70824907433298,3.72837034971786,3.6877146050093,3.81194237121309,3.83206364659798,3.79140790188941,3.47053260798378,34.1337447584288,29.2285062050909,32.6990388130747,0.346570359713215,0.371652797851356,0.360430660100029,0.383218887066689,0.0250824381381413,0.0138603003868145,0.0366485273534737,1735000,"Gambia",43518.0301696751,24047.6211711231,63585.1949582768
"131","GNB",247,"Guinea-Bissau",0.604895456641854,0.503081134293627,3.42037230901931,3.47677625191121,3.35383965019824,3.37425423688425,3.33299960757195,3.41024359309014,3.43065817977615,3.38940355046385,3.01304945168984,34.7394236937888,29.8511381937346,32.8641876454245,0.547381100519816,0.590580211496186,0.577416566901588,0.603913555330589,0.0431991109763694,0.0300354663817717,0.0565324548107733,1624000,"Guinea-Bissau",70155.3562256239,48777.5974039972,91808.7066126958
"132","GNQ",248,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91530933106865,35.194170468556,33.6088478791743,36.524157210243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","GRC",249,"Greece",0.597772412851225,0.430870452556948,3.84613061898859,3.93197187432827,3.75041874557774,3.77790788060722,3.72215254688175,3.83626000091741,3.86374913594689,3.80799380222142,0.916331883011505,38.7942087353059,44.7886882862108,45.7050201692223,0.484038841000276,0.547795999689081,0.52953813709494,0.566464765089011,0.0637571586888047,0.0454992960946645,0.0824259240887348,11119000,"Greece",708915.84746082,505906.673276575,916493.849942643
"134","GRD",250,"Grenada",NA,0.493690373536489,NA,3.42483987287209,NA,NA,NA,3.33821342401502,3.35925200890608,3.31672268740161,1.74510830331039,37.0364726532281,38.5587227954215,40.3038310987318,NA,NA,NA,NA,NA,NA,NA,105000,"Grenada",NA,NA,NA
"135","GRL",251,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","GTM",252,"Guatemala",0.728404444042723,0.538913998815958,3.53838913970771,3.6584615076984,3.48588686754803,3.54401938353954,3.42416524541065,3.60595923553872,3.66409175153024,3.54423761340135,1.75083836914392,33.707021846174,34.1467274005152,35.8975657696592,0.523143669004696,0.551765686741934,0.520064552185573,0.585061369656293,0.0286220177372375,-0.00307911681912354,0.0619177006515969,14707000,"Guatemala",420944.014861552,-45284.5710588499,910623.623483035
"137","Guadeloupe",253,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","GUF",254,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","GUM",255,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50108388836823,36.7349772514718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
