"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","EAR_1","EAR_2_BFP","Def_amb_HHS_EAR2","Def_amb_SOFI_EAR2","Def_CO2_HHS_EAR2","Def_CO2_SOFI_EAR2","Def_CO2u_HHS_EAR2","Def_CO2u_SOFI_EAR2","Def_CO2l_HHS_EAR2","Def_CO2l_SOFI_EAR2","Difference_HHS2","Difference_SOFI2","DifferenceCIu_HHS2","DifferenceCIu_SOFI2","DifferenceCIl_HHS2","DifferenceCIl_SOFI2","pop","country.y","People_already_deficient_HHS2","People_made_deficient_HHS2","People_made_deficient_SOFI2","People_made_deficientCIu_HHS2","People_made_deficientCIu_SOFI2","People_made_deficientCIl_HHS2","People_made_deficientCIl_SOFI2"
"290","TZA",405,"United Republic of Tanzania",0.616755084490229,0.539607229108392,3.74163221560205,3.78623765187131,3.69869115757156,3.73052322325836,3.66581240189029,3.74329659384082,3.77512865952761,3.71041783815955,33.1180929142886,31.6456341503945,0.320825882693093,0.269412608626569,0.346138670768003,0.296320745462669,0.327300862535074,0.276254960837727,0.366003433293869,0.317721003563633,0.0253127880749102,0.0269081368361003,0.0064749798419812,0.00684235221115792,0.0451775506007767,0.0483083949370642,46355000,"United Republic of Tanzania",14871883.7922383,1173374.29121246,1247326.68303743,300147.690575038,317177.236748225,2094205.358099,2239335.64730761
"291","UGA",406,"Uganda",0.656464005640205,0.531902956703636,3.6557285155573,3.72974063323286,3.61436944412846,3.63847901684992,3.58966420918304,3.68838156180402,3.71249113452548,3.6636763268586,32.418017647899,31.0962969437036,0.369545720267018,0.291091821449048,0.393559372286711,0.318305986231205,0.379505273309269,0.302310033300459,0.408105847747535,0.335056029599962,0.024013652019693,0.0272141647821575,0.00995955304225105,0.0112182118514114,0.0385601274805177,0.0439642081509141,35148000,"Uganda",12988792.9759451,844031.84118817,956523.463763273,350058.37032904,394297.710153407,1355311.36068524,1545253.98808833
"292","UKR",407,"Ukraine",0.550032947139048,0.438488184159075,4.0231191484264,4.07825132607208,3.96345390485609,3.98462275883857,3.94182722130106,4.01858608250176,4.03975493648424,3.99695939894673,38.450129828853,42.1469896162764,0.304109853456919,0.221020683107255,0.343054666530166,0.263471229368232,0.329017733680841,0.247949294166024,0.35762224922473,0.279825742370195,0.0389448130732469,0.0424505462609765,0.0249078802239215,0.0269286110587687,0.053512395767811,0.0588050592629401,45803000,"Ukraine",13929143.6178873,1783789.27319393,1944362.37039151,1140855.63789628,1233411.17232478,2451028.26335305,2693448.12942045
"293","UMC",408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","URY",409,"Uruguay",0.662624323390899,0.434702311372534,3.92359922941691,4.04865167663522,3.88086549669062,3.90059442960727,3.86073948591904,4.00591794390894,4.02564687682558,3.98579193313736,36.8237973992085,40.0391824813352,0.362137956747863,0.204578892030959,0.386574512949689,0.233591257489775,0.375230243595447,0.2199222453493,0.398247786816421,0.248007714176368,0.0244365562018263,0.0290123654588162,0.0130922868475842,0.0153433533183411,0.0361098300685587,0.0434288221454095,3383000,"Uruguay",1225112.70767802,82668.8696307783,98148.8323471752,44291.2064053773,51906.564275948,122159.555121934,146919.70531792
"295","USA",410,"United States of America",0.635648897341451,0.428936867281207,4.15468406634389,4.26471540863308,4.12254737779154,4.13565697856301,4.10926362986075,4.23257872008074,4.2456883208522,4.21929497214994,37.2784983236555,46.9256640127695,0.315050191228538,0.165975655227424,0.333223907342392,0.185321587153,0.325759766387865,0.177266580390653,0.340855169541967,0.193711487951557,0.0181737161138542,0.0193459319255758,0.0107095751593265,0.0112909251632289,0.0258049783134291,0.0277358327241326,314912000,"United States of America",99213085.8201614,5723121.28884606,6092266.11454694,3372573.73257383,3555647.82500275,8126297.33063858,8734346.55482204
"296","UZB",411,"Uzbekistan",0.611785783292226,0.450489560363712,4.00251381970718,4.08818432002808,3.92811832441761,3.96019734421733,3.89497603836964,4.0137888247385,4.04586784453822,3.98064653869054,35.5533759611277,37.1071493055477,0.262596851687726,0.146165837401148,0.303711266840477,0.187303548125755,0.285631926425369,0.168757734028722,0.322907759541222,0.20773449845594,0.0411144151527508,0.0411377107246073,0.023035074737643,0.0225918966275737,0.0603109078534957,0.0615686610547918,28152000,"Uzbekistan",7392626.56871286,1157453.01538024,1158108.83231915,648483.424014125,636007.073859455,1697872.67789161,1733280.9460145
"297","VCT",412,"Saint Vincent and the Grenadines",NA,0.462930451198671,NA,4.24955652536609,NA,NA,NA,4.20843071301171,4.22021756553385,4.1965032718526,18.6154240242408,20.3012266514866,NA,0.00372357197028068,NA,0.00483628018540869,NA,0.00449043105665888,NA,0.00521023217339431,NA,0.00111270821512801,NA,0.000766859086378191,NA,0.00148666020311363,109000,"Saint Vincent and the Grenadines",NA,NA,121.285195448953,NA,83.5876404152229,NA,162.045962139386
"298","VCT",413,"Saint Vincent and the Grenadines",NA,0.462930451198671,NA,4.24955652536609,NA,NA,NA,4.20843071301171,4.22021756553385,4.1965032718526,18.6154240242408,20.3012266514866,NA,0.00372357197028068,NA,0.00483628018540869,NA,0.00449043105665888,NA,0.00521023217339431,NA,0.00111270821512801,NA,0.000766859086378191,NA,0.00148666020311363,109000,"Saint Vincent and the Grenadines",NA,NA,121.285195448953,NA,83.5876404152229,NA,162.045962139386
"299","VEN",414,"Venezuela (Bolivarian Republic of)",0.659298319393867,0.456770035259898,4.00217056819832,4.11518827262044,3.96600336879413,3.98508519467464,3.94655033196951,4.07902107321625,4.09810289909677,4.05956803639163,35.6538546326239,39.2852856867509,0.307645593584414,0.165330522626321,0.327192813247752,0.18576719339622,0.316816158367097,0.174796642171897,0.337910574136138,0.1973806037873,0.0195472196633376,0.0204366707698986,0.00917056478268286,0.00946611954557547,0.0302649805517238,0.0320500811609788,29501000,"Venezuela (Bolivarian Republic of)",9075852.65633381,576662.527288123,602902.224382778,270540.831653927,279259.992714022,892847.191256405,945509.444330036
"300","VIR",415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2285403751582,40.1661625782937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","VNM",416,"Viet Nam",0.605181535366995,0.49050021908041,4.07955753166674,4.14238464458235,4.03156551072652,4.04693470936095,4.01595640789414,4.09439262364213,4.10976182227656,4.07878352080975,37.0116897867938,32.1918395322153,0.15759284229747,0.0857622268205406,0.177457340762474,0.102135171933175,0.170930524144442,0.0966613154434996,0.18424483196959,0.107921823320426,0.0198644984650043,0.0163729451126348,0.0133376818469721,0.010899088622959,0.0266519896721203,0.0221595964998853,89914000,"Viet Nam",14169802.8223347,1786096.51498239,1472156.98685745,1199244.32558865,979980.654444734,2396386.99937902,1992457.95969068
"302","VUT",417,"Vanuatu",NA,0.499980204875923,NA,3.96935445958822,NA,NA,NA,3.92852599398475,3.93975553859539,3.91716891317305,34.1959498830008,36.2695038125561,NA,0.224589539711472,NA,0.249798439179662,NA,0.242718648646438,NA,0.257068644583322,NA,0.02520889946819,NA,0.0181291089349661,NA,0.03247910487185,242000,"Vanuatu",NA,NA,6100.55367130198,NA,4387.24436226178,NA,7859.9433789877
"303","WeAf",418,"Western Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313570000,"Western Africa",NA,NA,NA,NA,NA,NA,NA
"304","WeAs",419,"Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230338000,"Western Asia",NA,NA,NA,NA,NA,NA,NA
"305","WeEu",420,"Western Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191012000,"Western Europe",NA,NA,NA,NA,NA,NA,NA
"306","WLD",421,"World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6887310000,"World",NA,NA,NA,NA,NA,NA,NA
"307","WSM",422,"Samoa",NA,0.464669243895559,NA,4.2227745871751,NA,NA,NA,4.19475772004963,4.20331507506949,4.18612650419685,34.2071893134869,39.9611267103444,NA,0.124851448814301,NA,0.137685487458435,NA,0.133673441221705,NA,0.141814626087193,NA,0.0128340386441345,NA,0.00882199240740451,NA,0.0169631772728927,187000,"Samoa",NA,NA,2399.96522645315,NA,1649.71258018464,NA,3172.11415003093
"308","YEM",423,"Yemen",0.617392564747138,0.503851886924174,3.7012335086081,3.7648869361321,3.64702616049014,3.67708038264538,3.616040619739,3.71067958801414,3.74073381016938,3.679694047263,33.1463317341822,32.5463439012912,0.361662461441662,0.287695831958519,0.395035593882822,0.325438994386726,0.376419759786247,0.304258414707,0.414482014752841,0.347881806137342,0.0333731324411594,0.0377431624282071,0.0147572983445846,0.0165625827484809,0.0528195533111791,0.060185974178823,23304000,"Yemen",8428182.0014365,777727.478408778,879566.657226938,343904.0806222,385974.428370598,1230906.87036372,1402573.94226329
"309","ZAF",424,"South Africa",0.775414367572497,0.45139432596569,3.91887398445718,4.1176292864191,3.88063317306444,3.92012190189814,3.83952074713991,4.07938847502636,4.11887720386006,4.03827604910183,35.3265227128046,36.9260950145723,0.344678116473389,0.129876205768636,0.36301466872148,0.148645708612578,0.344085565478292,0.1292926674406,0.383083509908271,0.170756329787139,0.0183365522480911,0.018769502843942,-0.000592550995097252,-0.000583538328036454,0.0384053934348819,0.0408801240185032,51949000,"South Africa",17905683.4726761,952565.552736085,975056.903239943,-30782.4316443071,-30314.2326031657,1995121.78354868,2123681.56263722
"310","ZMB",425,"Zambia",0.738654360675486,0.510709915981566,3.63921787315569,3.7816106962872,3.60379520759981,3.66402936144292,3.53969903259681,3.74618803073132,3.80642218457443,3.68209185572831,32.8065518899479,31.1256439854599,0.392669528554045,0.25055407596673,0.411218229957351,0.273125463737576,0.379818257711281,0.235353398634228,0.445263218658783,0.316366584704594,0.0185487014033062,0.0225713877708461,-0.0128512708427634,-0.015200677332502,0.0525936901047379,0.0658125087378639,13634000,"Zambia",5353656.35230585,252892.994932677,307738.300867716,-175214.226670236,-207246.034751332,717062.370887996,897287.744132036
"311","ZWE",426,"Zimbabwe",0.691942408917317,0.524019878347306,3.61075545308091,3.7128491852585,3.57190338944945,3.62933135374678,3.51097543649473,3.67399712162704,3.73142508592437,3.61306916867232,33.2613429807246,32.9551903849184,0.433655288891256,0.338908800678794,0.455837391170182,0.366438611409385,0.423118633439389,0.32603373378744,0.490875865959407,0.410977816739699,0.0221821022789265,0.0275298107305906,-0.0105366554518667,-0.0128750668913546,0.057220577068151,0.0720690160609046,13359000,"Zimbabwe",5793201.00429828,296330.704344179,367770.74154996,-140759.180181487,-171998.018601607,764409.689053429,962769.985557625
"312","ESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","GUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
